date,Hour,ad_mwh
8/17/2017,8,1023
8/17/2017,9,1065
8/17/2017,10,1085
8/17/2017,11,1097
8/17/2017,12,1112
8/17/2017,13,1129
8/17/2017,14,1141
8/17/2017,15,1147
8/17/2017,16,1148
8/17/2017,17,1166
8/17/2017,18,1156
8/17/2017,19,1116
8/17/2017,20,1074
8/17/2017,21,1069
8/17/2017,22,1043
8/17/2017,23,963
8/17/2017,24,876
8/18/2017,1,809
8/18/2017,2,766
8/18/2017,3,743
8/18/2017,4,729
8/18/2017,5,778
8/18/2017,6,841
8/18/2017,7,954
8/18/2017,8,1045
8/18/2017,9,1096
8/18/2017,10,1115
8/18/2017,11,1130
8/18/2017,12,1152
8/18/2017,13,1167
8/18/2017,14,1173
8/18/2017,15,1175
8/18/2017,16,1181
8/18/2017,17,1183
8/18/2017,18,1159
8/18/2017,19,1117
8/18/2017,20,1080
8/18/2017,21,1089
8/18/2017,22,1058
8/18/2017,23,997
8/18/2017,24,915
8/19/2017,1,854
8/19/2017,2,813
8/19/2017,3,783
8/19/2017,4,768
8/19/2017,5,778
8/19/2017,6,796
8/19/2017,7,808
8/19/2017,8,869
8/19/2017,9,938
8/19/2017,10,987
8/19/2017,11,1028
8/19/2017,12,1043
8/19/2017,13,1043
8/19/2017,14,1039
8/19/2017,15,1031
8/19/2017,16,1016
8/19/2017,17,1032
8/19/2017,18,1038
8/19/2017,19,1027
8/19/2017,20,1006
8/19/2017,21,1014
8/19/2017,22,993
8/19/2017,23,939
8/19/2017,24,881
8/20/2017,1,829
8/20/2017,2,797
8/20/2017,3,774
8/20/2017,4,757
8/20/2017,5,761
8/20/2017,6,778
8/20/2017,7,790
8/20/2017,8,825
8/20/2017,9,872
8/20/2017,10,932
8/20/2017,11,972
8/20/2017,12,991
8/20/2017,13,1003
8/20/2017,14,1003
8/20/2017,15,1019
8/20/2017,16,1012
8/20/2017,17,1020
8/20/2017,18,1050
8/20/2017,19,1051
8/20/2017,20,1040
8/20/2017,21,1054
8/20/2017,22,1038
8/20/2017,23,962
8/20/2017,24,888
8/21/2017,1,826
8/21/2017,2,797
8/21/2017,3,780
8/21/2017,4,784
8/21/2017,5,799
8/21/2017,6,864
8/21/2017,7,944
8/21/2017,8,1018
8/21/2017,9,1097
8/21/2017,10,1122
8/21/2017,11,1117
8/21/2017,12,1139
8/21/2017,13,1164
8/21/2017,14,1180
8/21/2017,15,1194
8/21/2017,16,1205
8/21/2017,17,1209
8/21/2017,18,1203
8/21/2017,19,1179
8/21/2017,20,1141
8/21/2017,21,1141
8/21/2017,22,1103
8/21/2017,23,1025
8/21/2017,24,937
8/22/2017,1,870
8/22/2017,2,805
8/22/2017,3,784
8/22/2017,4,793
8/22/2017,5,816
8/22/2017,6,879
8/22/2017,7,955
8/22/2017,8,1073
8/22/2017,9,1129
8/22/2017,10,1167
8/22/2017,11,1190
8/22/2017,12,1218
8/22/2017,13,1239
8/22/2017,14,1262
8/22/2017,15,1277
8/22/2017,16,1279
8/22/2017,17,1304
8/22/2017,18,1290
8/22/2017,19,1249
8/22/2017,20,1204
8/22/2017,21,1204
8/22/2017,22,1163
8/22/2017,23,1069
8/22/2017,24,969
8/23/2017,1,906
8/23/2017,2,856
8/23/2017,3,835
8/23/2017,4,822
8/23/2017,5,841
8/23/2017,6,899
8/23/2017,7,958
8/23/2017,8,1053
8/23/2017,9,1087
8/23/2017,10,1102
8/23/2017,11,1115
8/23/2017,12,1128
8/23/2017,13,1152
8/23/2017,14,1150
8/23/2017,15,1164
8/23/2017,16,1166
8/23/2017,17,1170
8/23/2017,18,1159
8/23/2017,19,1116
8/23/2017,20,1079
8/23/2017,21,1096
8/23/2017,22,1064
8/23/2017,23,963
8/23/2017,24,873
8/24/2017,1,807
8/24/2017,2,768
8/24/2017,3,744
8/24/2017,4,738
8/24/2017,5,752
8/24/2017,6,818
8/24/2017,7,922
8/24/2017,8,1007
8/24/2017,9,1045
8/24/2017,10,1056
8/24/2017,11,1068
8/24/2017,12,1075
8/24/2017,13,1081
8/24/2017,14,1090
8/24/2017,15,1096
8/24/2017,16,1092
8/24/2017,17,1096
8/24/2017,18,1088
8/24/2017,19,1065
8/24/2017,20,1034
8/24/2017,21,1044
8/24/2017,22,1012
8/24/2017,23,933
8/24/2017,24,850
8/25/2017,1,788
8/25/2017,2,751
8/25/2017,3,730
8/25/2017,4,725
8/25/2017,5,775
8/25/2017,6,824
8/25/2017,7,945
8/25/2017,8,1031
8/25/2017,9,1085
8/25/2017,10,1108
8/25/2017,11,1123
8/25/2017,12,1138
8/25/2017,13,1146
8/25/2017,14,1158
8/25/2017,15,1158
8/25/2017,16,1155
8/25/2017,17,1156
8/25/2017,18,1138
8/25/2017,19,1092
8/25/2017,20,1039
8/25/2017,21,1044
8/25/2017,22,1021
8/25/2017,23,959
8/25/2017,24,888
8/26/2017,1,830
8/26/2017,2,790
8/26/2017,3,771
8/26/2017,4,762
8/26/2017,5,762
8/26/2017,6,787
8/26/2017,7,812
8/26/2017,8,868
8/26/2017,9,947
8/26/2017,10,1004
8/26/2017,11,1021
8/26/2017,12,1047
8/26/2017,13,1056
8/26/2017,14,1046
8/26/2017,15,1052
8/26/2017,16,1039
8/26/2017,17,1054
8/26/2017,18,1063
8/26/2017,19,1057
8/26/2017,20,1034
8/26/2017,21,1037
8/26/2017,22,1006
8/26/2017,23,953
8/26/2017,24,878
8/27/2017,1,840
8/27/2017,2,783
8/27/2017,3,782
8/27/2017,4,774
8/27/2017,5,766
8/27/2017,6,777
8/27/2017,7,777
8/27/2017,8,841
8/27/2017,9,915
8/27/2017,10,978
8/27/2017,11,1025
8/27/2017,12,1059
8/27/2017,13,1072
8/27/2017,14,1092
8/27/2017,15,1100
8/27/2017,16,1114
8/27/2017,17,1141
8/27/2017,18,1148
8/27/2017,19,1097
8/27/2017,20,1115
8/27/2017,21,1132
8/27/2017,22,1106
8/27/2017,23,1023
8/27/2017,24,943
8/28/2017,1,877
8/28/2017,2,841
8/28/2017,3,810
8/28/2017,4,818
8/28/2017,5,835
8/28/2017,6,898
8/28/2017,7,1009
8/28/2017,8,1094
8/28/2017,9,1156
8/28/2017,10,1198
8/28/2017,11,1243
8/28/2017,12,1259
8/28/2017,13,1306
8/28/2017,14,1326
8/28/2017,15,1326
8/28/2017,16,1336
8/28/2017,17,1332
8/28/2017,18,1327
8/28/2017,19,1280
8/28/2017,20,1249
8/28/2017,21,1245
8/28/2017,22,1192
8/28/2017,23,1094
8/28/2017,24,996
8/29/2017,1,928
8/29/2017,2,873
8/29/2017,3,863
8/29/2017,4,837
8/29/2017,5,869
8/29/2017,6,934
8/29/2017,7,1043
8/29/2017,8,1127
8/29/2017,9,1179
8/29/2017,10,1211
8/29/2017,11,1252
8/29/2017,12,1273
8/29/2017,13,1279
8/29/2017,14,1310
8/29/2017,15,1324
8/29/2017,16,1341
8/29/2017,17,1342
8/29/2017,18,1328
8/29/2017,19,1272
8/29/2017,20,1224
8/29/2017,21,1221
8/29/2017,22,1154
8/29/2017,23,1053
8/29/2017,24,961
8/30/2017,1,892
8/30/2017,2,858
8/30/2017,3,832
8/30/2017,4,825
8/30/2017,5,842
8/30/2017,6,911
8/30/2017,7,961
8/30/2017,8,1053
8/30/2017,9,1083
8/30/2017,10,1107
8/30/2017,11,1111
8/30/2017,12,1122
8/30/2017,13,1131
8/30/2017,14,1137
8/30/2017,15,1149
8/30/2017,16,1161
8/30/2017,17,1169
8/30/2017,18,1166
8/30/2017,19,1134
8/30/2017,20,1100
8/30/2017,21,1109
8/30/2017,22,1067
8/30/2017,23,971
8/30/2017,24,885
8/31/2017,1,823
8/31/2017,2,791
8/31/2017,3,768
8/31/2017,4,762
8/31/2017,5,791
8/31/2017,6,862
8/31/2017,7,978
8/31/2017,8,1061
8/31/2017,9,1098
8/31/2017,10,1112
8/31/2017,11,1115
8/31/2017,12,1127
8/31/2017,13,1128
8/31/2017,14,1133
8/31/2017,15,1140
8/31/2017,16,1145
8/31/2017,17,1154
8/31/2017,18,1145
8/31/2017,19,1107
8/31/2017,20,1081
8/31/2017,21,1076
8/31/2017,22,1037
8/31/2017,23,957
8/31/2017,24,871
9/1/2017,1,811
9/1/2017,2,766
9/1/2017,3,744
9/1/2017,4,744
9/1/2017,5,768
9/1/2017,6,843
9/1/2017,7,954
9/1/2017,8,1037
9/1/2017,9,1100
9/1/2017,10,1126
9/1/2017,11,1145
9/1/2017,12,1148
9/1/2017,13,1179
9/1/2017,14,1195
9/1/2017,15,1202
9/1/2017,16,1196
9/1/2017,17,1210
9/1/2017,18,1208
9/1/2017,19,1153
9/1/2017,20,1105
9/1/2017,21,1101
9/1/2017,22,1058
9/1/2017,23,994
9/1/2017,24,912
9/2/2017,1,873
9/2/2017,2,830
9/2/2017,3,794
9/2/2017,4,784
9/2/2017,5,789
9/2/2017,6,811
9/2/2017,7,826
9/2/2017,8,882
9/2/2017,9,958
9/2/2017,10,1020
9/2/2017,11,1059
9/2/2017,12,1085
9/2/2017,13,1102
9/2/2017,14,1104
9/2/2017,15,1115
9/2/2017,16,1117
9/2/2017,17,1135
9/2/2017,18,1143
9/2/2017,19,1127
9/2/2017,20,1108
9/2/2017,21,1116
9/2/2017,22,1086
9/2/2017,23,1038
9/2/2017,24,974
9/3/2017,1,923
9/3/2017,2,877
9/3/2017,3,835
9/3/2017,4,783
9/3/2017,5,781
9/3/2017,6,830
9/3/2017,7,853
9/3/2017,8,890
9/3/2017,9,958
9/3/2017,10,1015
9/3/2017,11,1060
9/3/2017,12,1084
9/3/2017,13,1069
9/3/2017,14,1098
9/3/2017,15,1129
9/3/2017,16,1133
9/3/2017,17,1104
9/3/2017,18,1100
9/3/2017,19,1089
9/3/2017,20,1069
9/3/2017,21,1082
9/3/2017,22,1041
9/3/2017,23,981
9/3/2017,24,912
9/4/2017,1,853
9/4/2017,2,813
9/4/2017,3,786
9/4/2017,4,778
9/4/2017,5,782
9/4/2017,6,810
9/4/2017,7,847
9/4/2017,8,883
9/4/2017,9,954
9/4/2017,10,1017
9/4/2017,11,1068
9/4/2017,12,1104
9/4/2017,13,1152
9/4/2017,14,1185
9/4/2017,15,1202
9/4/2017,16,1221
9/4/2017,17,1212
9/4/2017,18,1209
9/4/2017,19,1201
9/4/2017,20,1197
9/4/2017,21,1209
9/4/2017,22,1149
9/4/2017,23,1067
9/4/2017,24,969
9/5/2017,1,921
9/5/2017,2,886
9/5/2017,3,868
9/5/2017,4,871
9/5/2017,5,891
9/5/2017,6,976
9/5/2017,7,1100
9/5/2017,8,1170
9/5/2017,9,1228
9/5/2017,10,1250
9/5/2017,11,1275
9/5/2017,12,1308
9/5/2017,13,1314
9/5/2017,14,1315
9/5/2017,15,1324
9/5/2017,16,1323
9/5/2017,17,1320
9/5/2017,18,1316
9/5/2017,19,1275
9/5/2017,20,1255
9/5/2017,21,1250
9/5/2017,22,1186
9/5/2017,23,1086
9/5/2017,24,997
9/6/2017,1,923
9/6/2017,2,879
9/6/2017,3,862
9/6/2017,4,855
9/6/2017,5,879
9/6/2017,6,950
9/6/2017,7,1092
9/6/2017,8,1175
9/6/2017,9,1205
9/6/2017,10,1233
9/6/2017,11,1246
9/6/2017,12,1273
9/6/2017,13,1286
9/6/2017,14,1307
9/6/2017,15,1303
9/6/2017,16,1313
9/6/2017,17,1318
9/6/2017,18,1309
9/6/2017,19,1270
9/6/2017,20,1259
9/6/2017,21,1245
9/6/2017,22,1188
9/6/2017,23,1085
9/6/2017,24,969
9/7/2017,1,882
9/7/2017,2,837
9/7/2017,3,806
9/7/2017,4,782
9/7/2017,5,794
9/7/2017,6,879
9/7/2017,7,1017
9/7/2017,8,1096
9/7/2017,9,1122
9/7/2017,10,1145
9/7/2017,11,1152
9/7/2017,12,1159
9/7/2017,13,1172
9/7/2017,14,1185
9/7/2017,15,1175
9/7/2017,16,1186
9/7/2017,17,1188
9/7/2017,18,1177
9/7/2017,19,1135
9/7/2017,20,1129
9/7/2017,21,1124
9/7/2017,22,1067
9/7/2017,23,982
9/7/2017,24,898
9/8/2017,1,843
9/8/2017,2,808
9/8/2017,3,781
9/8/2017,4,773
9/8/2017,5,825
9/8/2017,6,877
9/8/2017,7,1007
9/8/2017,8,1131
9/8/2017,9,1175
9/8/2017,10,1201
9/8/2017,11,1204
9/8/2017,12,1203
9/8/2017,13,1209
9/8/2017,14,1228
9/8/2017,15,1227
9/8/2017,16,1212
9/8/2017,17,1196
9/8/2017,18,1176
9/8/2017,19,1131
9/8/2017,20,1126
9/8/2017,21,1112
9/8/2017,22,1058
9/8/2017,23,998
9/8/2017,24,914
9/9/2017,1,851
9/9/2017,2,816
9/9/2017,3,791
9/9/2017,4,781
9/9/2017,5,777
9/9/2017,6,799
9/9/2017,7,830
9/9/2017,8,882
9/9/2017,9,958
9/9/2017,10,1007
9/9/2017,11,1039
9/9/2017,12,1048
9/9/2017,13,1050
9/9/2017,14,1046
9/9/2017,15,1032
9/9/2017,16,1012
9/9/2017,17,1017
9/9/2017,18,1010
9/9/2017,19,999
9/9/2017,20,1022
9/9/2017,21,1028
9/9/2017,22,992
9/9/2017,23,936
9/9/2017,24,881
9/10/2017,1,833
9/10/2017,2,797
9/10/2017,3,779
9/10/2017,4,769
9/10/2017,5,775
9/10/2017,6,783
9/10/2017,7,787
9/10/2017,8,844
9/10/2017,9,907
9/10/2017,10,969
9/10/2017,11,1004
9/10/2017,12,1024
9/10/2017,13,1042
9/10/2017,14,1042
9/10/2017,15,1036
9/10/2017,16,1036
9/10/2017,17,1050
9/10/2017,18,1061
9/10/2017,19,1072
9/10/2017,20,1070
9/10/2017,21,1096
9/10/2017,22,1040
9/10/2017,23,953
9/10/2017,24,876
9/11/2017,1,814
9/11/2017,2,783
9/11/2017,3,761
9/11/2017,4,765
9/11/2017,5,785
9/11/2017,6,864
9/11/2017,7,988
9/11/2017,8,1090
9/11/2017,9,1120
9/11/2017,10,1130
9/11/2017,11,1162
9/11/2017,12,1203
9/11/2017,13,1204
9/11/2017,14,1208
9/11/2017,15,1215
9/11/2017,16,1212
9/11/2017,17,1208
9/11/2017,18,1234
9/11/2017,19,1190
9/11/2017,20,1166
9/11/2017,21,1167
9/11/2017,22,1092
9/11/2017,23,982
9/11/2017,24,880
9/12/2017,1,853
9/12/2017,2,822
9/12/2017,3,794
9/12/2017,4,796
9/12/2017,5,809
9/12/2017,6,874
9/12/2017,7,1017
9/12/2017,8,1116
9/12/2017,9,1136
9/12/2017,10,1175
9/12/2017,11,1192
9/12/2017,12,1201
9/12/2017,13,1231
9/12/2017,14,1243
9/12/2017,15,1247
9/12/2017,16,1222
9/12/2017,17,1212
9/12/2017,18,1192
9/12/2017,19,1172
9/12/2017,20,1161
9/12/2017,21,1146
9/12/2017,22,1091
9/12/2017,23,999
9/12/2017,24,895
9/13/2017,1,844
9/13/2017,2,809
9/13/2017,3,791
9/13/2017,4,781
9/13/2017,5,799
9/13/2017,6,860
9/13/2017,7,946
9/13/2017,8,1037
9/13/2017,9,1064
9/13/2017,10,1057
9/13/2017,11,1076
9/13/2017,12,1076
9/13/2017,13,1092
9/13/2017,14,1102
9/13/2017,15,1098
9/13/2017,16,1092
9/13/2017,17,1103
9/13/2017,18,1092
9/13/2017,19,1064
9/13/2017,20,1061
9/13/2017,21,1061
9/13/2017,22,1001
9/13/2017,23,921
9/13/2017,24,839
9/14/2017,1,779
9/14/2017,2,746
9/14/2017,3,728
9/14/2017,4,716
9/14/2017,5,738
9/14/2017,6,808
9/14/2017,7,943
9/14/2017,8,1036
9/14/2017,9,1049
9/14/2017,10,1066
9/14/2017,11,1073
9/14/2017,12,1090
9/14/2017,13,1095
9/14/2017,14,1106
9/14/2017,15,1108
9/14/2017,16,1098
9/14/2017,17,1097
9/14/2017,18,1086
9/14/2017,19,1059
9/14/2017,20,1053
9/14/2017,21,1052
9/14/2017,22,995
9/14/2017,23,907
9/14/2017,24,822
9/15/2017,1,771
9/15/2017,2,739
9/15/2017,3,713
9/15/2017,4,713
9/15/2017,5,756
9/15/2017,6,831
9/15/2017,7,979
9/15/2017,8,1078
9/15/2017,9,1072
9/15/2017,10,1117
9/15/2017,11,1124
9/15/2017,12,1146
9/15/2017,13,1156
9/15/2017,14,1152
9/15/2017,15,1154
9/15/2017,16,1145
9/15/2017,17,1147
9/15/2017,18,1130
9/15/2017,19,1085
9/15/2017,20,1075
9/15/2017,21,1071
9/15/2017,22,1011
9/15/2017,23,954
9/15/2017,24,881
9/16/2017,1,831
9/16/2017,2,798
9/16/2017,3,770
9/16/2017,4,761
9/16/2017,5,722
9/16/2017,6,785
9/16/2017,7,828
9/16/2017,8,881
9/16/2017,9,954
9/16/2017,10,996
9/16/2017,11,1003
9/16/2017,12,1032
9/16/2017,13,1030
9/16/2017,14,1020
9/16/2017,15,1022
9/16/2017,16,1001
9/16/2017,17,1016
9/16/2017,18,1017
9/16/2017,19,1015
9/16/2017,20,1023
9/16/2017,21,1023
9/16/2017,22,979
9/16/2017,23,943
9/16/2017,24,874
9/17/2017,1,813
9/17/2017,2,781
9/17/2017,3,761
9/17/2017,4,762
9/17/2017,5,767
9/17/2017,6,778
9/17/2017,7,803
9/17/2017,8,852
9/17/2017,9,918
9/17/2017,10,972
9/17/2017,11,1004
9/17/2017,12,1026
9/17/2017,13,1036
9/17/2017,14,1040
9/17/2017,15,1033
9/17/2017,16,1021
9/17/2017,17,1026
9/17/2017,18,1037
9/17/2017,19,1059
9/17/2017,20,1092
9/17/2017,21,1063
9/17/2017,22,1019
9/17/2017,23,939
9/17/2017,24,850
9/18/2017,1,807
9/18/2017,2,784
9/18/2017,3,762
9/18/2017,4,766
9/18/2017,5,789
9/18/2017,6,869
9/18/2017,7,1005
9/18/2017,8,1124
9/18/2017,9,1115
9/18/2017,10,1139
9/18/2017,11,1143
9/18/2017,12,1149
9/18/2017,13,1139
9/18/2017,14,1128
9/18/2017,15,1131
9/18/2017,16,1111
9/18/2017,17,1113
9/18/2017,18,1115
9/18/2017,19,1131
9/18/2017,20,1153
9/18/2017,21,1120
9/18/2017,22,1059
9/18/2017,23,969
9/18/2017,24,893
9/19/2017,1,832
9/19/2017,2,808
9/19/2017,3,780
9/19/2017,4,772
9/19/2017,5,803
9/19/2017,6,896
9/19/2017,7,1054
9/19/2017,8,1148
9/19/2017,9,1155
9/19/2017,10,1161
9/19/2017,11,1155
9/19/2017,12,1155
9/19/2017,13,1128
9/19/2017,14,1145
9/19/2017,15,1116
9/19/2017,16,1126
9/19/2017,17,1129
9/19/2017,18,1148
9/19/2017,19,1152
9/19/2017,20,1180
9/19/2017,21,1154
9/19/2017,22,1092
9/19/2017,23,1001
9/19/2017,24,917
9/20/2017,1,855
9/20/2017,2,819
9/20/2017,3,803
9/20/2017,4,804
9/20/2017,5,827
9/20/2017,6,900
9/20/2017,7,1022
9/20/2017,8,1115
9/20/2017,9,1123
9/20/2017,10,1114
9/20/2017,11,1113
9/20/2017,12,1106
9/20/2017,13,1110
9/20/2017,14,1086
9/20/2017,15,1073
9/20/2017,16,1061
9/20/2017,17,1063
9/20/2017,18,1067
9/20/2017,19,1072
9/20/2017,20,1099
9/20/2017,21,1093
9/20/2017,22,1028
9/20/2017,23,952
9/20/2017,24,861
9/21/2017,1,800
9/21/2017,2,763
9/21/2017,3,743
9/21/2017,4,746
9/21/2017,5,771
9/21/2017,6,863
9/21/2017,7,1022
9/21/2017,8,1103
9/21/2017,9,1123
9/21/2017,10,1111
9/21/2017,11,1100
9/21/2017,12,1100
9/21/2017,13,1092
9/21/2017,14,1085
9/21/2017,15,1068
9/21/2017,16,1060
9/21/2017,17,1071
9/21/2017,18,1075
9/21/2017,19,1067
9/21/2017,20,1087
9/21/2017,21,1080
9/21/2017,22,1027
9/21/2017,23,938
9/21/2017,24,853
9/22/2017,1,797
9/22/2017,2,755
9/22/2017,3,742
9/22/2017,4,740
9/22/2017,5,791
9/22/2017,6,885
9/22/2017,7,1059
9/22/2017,8,1165
9/22/2017,9,1154
9/22/2017,10,1108
9/22/2017,11,1153
9/22/2017,12,1151
9/22/2017,13,1144
9/22/2017,14,1148
9/22/2017,15,1135
9/22/2017,16,1118
9/22/2017,17,1116
9/22/2017,18,1109
9/22/2017,19,1075
9/22/2017,20,1081
9/22/2017,21,1065
9/22/2017,22,1019
9/22/2017,23,959
9/22/2017,24,894
9/23/2017,1,834
9/23/2017,2,811
9/23/2017,3,789
9/23/2017,4,777
9/23/2017,5,779
9/23/2017,6,801
9/23/2017,7,842
9/23/2017,8,894
9/23/2017,9,972
9/23/2017,10,1020
9/23/2017,11,1030
9/23/2017,12,1043
9/23/2017,13,1039
9/23/2017,14,1018
9/23/2017,15,1006
9/23/2017,16,1008
9/23/2017,17,1017
9/23/2017,18,1011
9/23/2017,19,1011
9/23/2017,20,1035
9/23/2017,21,1022
9/23/2017,22,982
9/23/2017,23,929
9/23/2017,24,881
9/24/2017,1,831
9/24/2017,2,790
9/24/2017,3,770
9/24/2017,4,767
9/24/2017,5,771
9/24/2017,6,791
9/24/2017,7,793
9/24/2017,8,844
9/24/2017,9,927
9/24/2017,10,983
9/24/2017,11,1006
9/24/2017,12,1027
9/24/2017,13,1028
9/24/2017,14,1016
9/24/2017,15,1010
9/24/2017,16,1021
9/24/2017,17,1030
9/24/2017,18,1050
9/24/2017,19,1071
9/24/2017,20,1116
9/24/2017,21,1082
9/24/2017,22,1034
9/24/2017,23,945
9/24/2017,24,871
9/25/2017,1,819
9/25/2017,2,783
9/25/2017,3,778
9/25/2017,4,764
9/25/2017,5,800
9/25/2017,6,874
9/25/2017,7,1022
9/25/2017,8,1124
9/25/2017,9,1140
9/25/2017,10,1148
9/25/2017,11,1150
9/25/2017,12,1158
9/25/2017,13,1155
9/25/2017,14,1159
9/25/2017,15,1168
9/25/2017,16,1127
9/25/2017,17,1135
9/25/2017,18,1149
9/25/2017,19,1145
9/25/2017,20,1159
9/25/2017,21,1137
9/25/2017,22,1077
9/25/2017,23,986
9/25/2017,24,896
9/26/2017,1,841
9/26/2017,2,807
9/26/2017,3,787
9/26/2017,4,783
9/26/2017,5,800
9/26/2017,6,888
9/26/2017,7,1037
9/26/2017,8,1120
9/26/2017,9,1136
9/26/2017,10,1137
9/26/2017,11,1152
9/26/2017,12,1185
9/26/2017,13,1189
9/26/2017,14,1186
9/26/2017,15,1182
9/26/2017,16,1174
9/26/2017,17,1173
9/26/2017,18,1157
9/26/2017,19,1091
9/26/2017,20,1110
9/26/2017,21,1086
9/26/2017,22,1018
9/26/2017,23,934
9/26/2017,24,847
9/27/2017,1,786
9/27/2017,2,750
9/27/2017,3,730
9/27/2017,4,721
9/27/2017,5,748
9/27/2017,6,822
9/27/2017,7,967
9/27/2017,8,1071
9/27/2017,9,1070
9/27/2017,10,1085
9/27/2017,11,1107
9/27/2017,12,1118
9/27/2017,13,1128
9/27/2017,14,1129
9/27/2017,15,1141
9/27/2017,16,1145
9/27/2017,17,1145
9/27/2017,18,1151
9/27/2017,19,1116
9/27/2017,20,1131
9/27/2017,21,1095
9/27/2017,22,1037
9/27/2017,23,949
9/27/2017,24,858
9/28/2017,1,794
9/28/2017,2,753
9/28/2017,3,734
9/28/2017,4,728
9/28/2017,5,747
9/28/2017,6,829
9/28/2017,7,966
9/28/2017,8,1059
9/28/2017,9,1079
9/28/2017,10,1101
9/28/2017,11,1128
9/28/2017,12,1155
9/28/2017,13,1167
9/28/2017,14,1193
9/28/2017,15,1193
9/28/2017,16,1191
9/28/2017,17,1199
9/28/2017,18,1187
9/28/2017,19,1148
9/28/2017,20,1153
9/28/2017,21,1122
9/28/2017,22,1056
9/28/2017,23,967
9/28/2017,24,875
9/29/2017,1,815
9/29/2017,2,775
9/29/2017,3,746
9/29/2017,4,740
9/29/2017,5,778
9/29/2017,6,875
9/29/2017,7,1012
9/29/2017,8,1112
9/29/2017,9,1144
9/29/2017,10,1163
9/29/2017,11,1171
9/29/2017,12,1163
9/29/2017,13,1168
9/29/2017,14,1157
9/29/2017,15,1145
9/29/2017,16,1144
9/29/2017,17,1134
9/29/2017,18,1132
9/29/2017,19,1093
9/29/2017,20,1096
9/29/2017,21,1045
9/29/2017,22,1010
9/29/2017,23,950
9/29/2017,24,894
9/30/2017,1,835
9/30/2017,2,803
9/30/2017,3,780
9/30/2017,4,770
9/30/2017,5,773
9/30/2017,6,807
9/30/2017,7,836
9/30/2017,8,896
9/30/2017,9,970
9/30/2017,10,1023
9/30/2017,11,1036
9/30/2017,12,1050
9/30/2017,13,1049
9/30/2017,14,1028
9/30/2017,15,1025
9/30/2017,16,1027
9/30/2017,17,1028
9/30/2017,18,1027
9/30/2017,19,1032
9/30/2017,20,1053
9/30/2017,21,1026
9/30/2017,22,984
9/30/2017,23,931
9/30/2017,24,867
10/1/2017,1,841
10/1/2017,2,802
10/1/2017,3,787
10/1/2017,4,772
10/1/2017,5,755
10/1/2017,6,745
10/1/2017,7,780
10/1/2017,8,822
10/1/2017,9,888
10/1/2017,10,949
10/1/2017,11,992
10/1/2017,12,1012
10/1/2017,13,1014
10/1/2017,14,1027
10/1/2017,15,992
10/1/2017,16,1011
10/1/2017,17,979
10/1/2017,18,1004
10/1/2017,19,1031
10/1/2017,20,1074
10/1/2017,21,1074
10/1/2017,22,1050
10/1/2017,23,973
10/1/2017,24,887
10/2/2017,1,831
10/2/2017,2,808
10/2/2017,3,791
10/2/2017,4,796
10/2/2017,5,832
10/2/2017,6,924
10/2/2017,7,1073
10/2/2017,8,1170
10/2/2017,9,1187
10/2/2017,10,1174
10/2/2017,11,1192
10/2/2017,12,1177
10/2/2017,13,1150
10/2/2017,14,1149
10/2/2017,15,1134
10/2/2017,16,1118
10/2/2017,17,1111
10/2/2017,18,1134
10/2/2017,19,1136
10/2/2017,20,1180
10/2/2017,21,1138
10/2/2017,22,1075
10/2/2017,23,991
10/2/2017,24,914
10/3/2017,1,842
10/3/2017,2,819
10/3/2017,3,804
10/3/2017,4,806
10/3/2017,5,830
10/3/2017,6,946
10/3/2017,7,1105
10/3/2017,8,1202
10/3/2017,9,1184
10/3/2017,10,1163
10/3/2017,11,1154
10/3/2017,12,1147
10/3/2017,13,1145
10/3/2017,14,1143
10/3/2017,15,1125
10/3/2017,16,1134
10/3/2017,17,1134
10/3/2017,18,1146
10/3/2017,19,1127
10/3/2017,20,1161
10/3/2017,21,1144
10/3/2017,22,1091
10/3/2017,23,1004
10/3/2017,24,913
10/4/2017,1,849
10/4/2017,2,832
10/4/2017,3,806
10/4/2017,4,805
10/4/2017,5,838
10/4/2017,6,932
10/4/2017,7,1036
10/4/2017,8,1389
10/4/2017,9,1121
10/4/2017,10,1114
10/4/2017,11,1101
10/4/2017,12,1095
10/4/2017,13,1097
10/4/2017,14,1093
10/4/2017,15,1090
10/4/2017,16,1079
10/4/2017,17,1086
10/4/2017,18,1086
10/4/2017,19,1082
10/4/2017,20,1110
10/4/2017,21,1084
10/4/2017,22,1025
10/4/2017,23,941
10/4/2017,24,858
10/5/2017,1,800
10/5/2017,2,771
10/5/2017,3,754
10/5/2017,4,755
10/5/2017,5,780
10/5/2017,6,877
10/5/2017,7,1038
10/5/2017,8,1142
10/5/2017,9,1131
10/5/2017,10,1118
10/5/2017,11,1096
10/5/2017,12,1092
10/5/2017,13,1087
10/5/2017,14,1086
10/5/2017,15,1079
10/5/2017,16,1074
10/5/2017,17,1088
10/5/2017,18,1090
10/5/2017,19,1083
10/5/2017,20,1112
10/5/2017,21,1079
10/5/2017,22,1020
10/5/2017,23,938
10/5/2017,24,854
10/6/2017,1,793
10/6/2017,2,759
10/6/2017,3,749
10/6/2017,4,740
10/6/2017,5,799
10/6/2017,6,870
10/6/2017,7,1027
10/6/2017,8,1158
10/6/2017,9,1155
10/6/2017,10,1163
10/6/2017,11,1148
