date,Hour,ad_mwh
9/13/2016,6,847
9/13/2016,7,948
9/13/2016,8,1041
9/13/2016,9,1067
9/13/2016,10,1079
9/13/2016,11,1098
9/13/2016,12,1111
9/13/2016,13,1119
9/13/2016,14,1120
9/13/2016,15,1109
9/13/2016,16,1110
9/13/2016,17,1111
9/13/2016,18,1104
9/13/2016,19,1070
9/13/2016,20,1076
9/13/2016,21,1081
9/13/2016,22,1019
9/13/2016,23,933
9/13/2016,24,835
9/14/2016,1,776
9/14/2016,2,734
9/14/2016,3,717
9/14/2016,4,714
9/14/2016,5,736
9/14/2016,6,809
9/14/2016,7,947
9/14/2016,8,1031
9/14/2016,9,1061
9/14/2016,10,1070
9/14/2016,11,1092
9/14/2016,12,1122
9/14/2016,13,1141
9/14/2016,14,1151
9/14/2016,15,1149
9/14/2016,16,1143
9/14/2016,17,1148
9/14/2016,18,1136
9/14/2016,19,1096
9/14/2016,20,1089
9/14/2016,21,1092
9/14/2016,22,1024
9/14/2016,23,927
9/14/2016,24,840
9/15/2016,1,773
9/15/2016,2,739
9/15/2016,3,714
9/15/2016,4,707
9/15/2016,5,726
9/15/2016,6,810
9/15/2016,7,938
9/15/2016,8,1039
9/15/2016,9,1066
9/15/2016,10,1082
9/15/2016,11,1090
9/15/2016,12,1097
9/15/2016,13,1098
9/15/2016,14,1086
9/15/2016,15,1099
9/15/2016,16,1097
9/15/2016,17,1097
9/15/2016,18,1093
9/15/2016,19,1069
9/15/2016,20,1073
9/15/2016,21,1071
9/15/2016,22,1009
9/15/2016,23,922
9/15/2016,24,842
9/16/2016,1,770
9/16/2016,2,738
9/16/2016,3,717
9/16/2016,4,711
9/16/2016,5,752
9/16/2016,6,837
9/16/2016,7,990
9/16/2016,8,1081
9/16/2016,9,1110
9/16/2016,10,1121
9/16/2016,11,1133
9/16/2016,12,1141
9/16/2016,13,1150
9/16/2016,14,1164
9/16/2016,15,1154
9/16/2016,16,1148
9/16/2016,17,1153
9/16/2016,18,1134
9/16/2016,19,1098
9/16/2016,20,1101
9/16/2016,21,1078
9/16/2016,22,1028
9/16/2016,23,965
9/16/2016,24,892
9/17/2016,1,839
9/17/2016,2,807
9/17/2016,3,776
9/17/2016,4,763
9/17/2016,5,770
9/17/2016,6,796
9/17/2016,7,835
9/17/2016,8,893
9/17/2016,9,970
9/17/2016,10,1039
9/17/2016,11,1068
9/17/2016,12,1081
9/17/2016,13,1070
9/17/2016,14,1062
9/17/2016,15,1056
9/17/2016,16,1043
9/17/2016,17,1035
9/17/2016,18,1038
9/17/2016,19,1041
9/17/2016,20,1052
9/17/2016,21,1044
9/17/2016,22,1000
9/17/2016,23,947
9/17/2016,24,883
9/18/2016,1,839
9/18/2016,2,793
9/18/2016,3,786
9/18/2016,4,766
9/18/2016,5,770
9/18/2016,6,783
9/18/2016,7,815
9/18/2016,8,852
9/18/2016,9,936
9/18/2016,10,995
9/18/2016,11,1033
9/18/2016,12,1037
9/18/2016,13,1032
9/18/2016,14,1027
9/18/2016,15,1021
9/18/2016,16,1011
9/18/2016,17,1031
9/18/2016,18,1015
9/18/2016,19,1053
9/18/2016,20,1086
9/18/2016,21,1090
9/18/2016,22,1039
9/18/2016,23,951
9/18/2016,24,874
9/19/2016,1,814
9/19/2016,2,790
9/19/2016,3,771
9/19/2016,4,769
9/19/2016,5,784
9/19/2016,6,865
9/19/2016,7,1009
9/19/2016,8,1091
9/19/2016,9,1100
9/19/2016,10,1109
9/19/2016,11,1153
9/19/2016,12,1179
9/19/2016,13,1172
9/19/2016,14,1195
9/19/2016,15,1181
9/19/2016,16,1171
9/19/2016,17,1165
9/19/2016,18,1146
9/19/2016,19,1123
9/19/2016,20,1138
9/19/2016,21,1126
9/19/2016,22,1068
9/19/2016,23,984
9/19/2016,24,896
9/20/2016,1,831
9/20/2016,2,797
9/20/2016,3,777
9/20/2016,4,778
9/20/2016,5,803
9/20/2016,6,868
9/20/2016,7,984
9/20/2016,8,1085
9/20/2016,9,1110
9/20/2016,10,1103
9/20/2016,11,1109
9/20/2016,12,1100
9/20/2016,13,1098
9/20/2016,14,1104
9/20/2016,15,1093
9/20/2016,16,1087
9/20/2016,17,1094
9/20/2016,18,1090
9/20/2016,19,1069
9/20/2016,20,1087
9/20/2016,21,1081
9/20/2016,22,1021
9/20/2016,23,927
9/20/2016,24,840
9/21/2016,1,787
9/21/2016,2,754
9/21/2016,3,730
9/21/2016,4,732
9/21/2016,5,760
9/21/2016,6,834
9/21/2016,7,984
9/21/2016,8,1077
9/21/2016,9,1096
9/21/2016,10,1089
9/21/2016,11,1101
9/21/2016,12,1102
9/21/2016,13,1108
9/21/2016,14,1110
9/21/2016,15,1099
9/21/2016,16,1099
9/21/2016,17,1094
9/21/2016,18,1088
9/21/2016,19,1070
9/21/2016,20,1094
9/21/2016,21,1091
9/21/2016,22,1034
9/21/2016,23,938
9/21/2016,24,858
9/22/2016,1,789
9/22/2016,2,752
9/22/2016,3,745
9/22/2016,4,736
9/22/2016,5,756
9/22/2016,6,834
9/22/2016,7,977
9/22/2016,8,1078
9/22/2016,9,1087
9/22/2016,10,1084
9/22/2016,11,1094
9/22/2016,12,1104
9/22/2016,13,1104
9/22/2016,14,1097
9/22/2016,15,1082
9/22/2016,16,1095
9/22/2016,17,1096
9/22/2016,18,1089
9/22/2016,19,1068
9/22/2016,20,1081
9/22/2016,21,1072
9/22/2016,22,1018
9/22/2016,23,926
9/22/2016,24,845
9/23/2016,1,781
9/23/2016,2,746
9/23/2016,3,732
9/23/2016,4,738
9/23/2016,5,767
9/23/2016,6,849
9/23/2016,7,1022
9/23/2016,8,1129
9/23/2016,9,1158
9/23/2016,10,1149
9/23/2016,11,1166
9/23/2016,12,1171
9/23/2016,13,1161
9/23/2016,14,1155
9/23/2016,15,1137
9/23/2016,16,1130
9/23/2016,17,1128
9/23/2016,18,1114
9/23/2016,19,1085
9/23/2016,20,1098
9/23/2016,21,1096
9/23/2016,22,1031
9/23/2016,23,976
9/23/2016,24,901
9/24/2016,1,850
9/24/2016,2,805
9/24/2016,3,779
9/24/2016,4,768
9/24/2016,5,775
9/24/2016,6,797
9/24/2016,7,852
9/24/2016,8,915
9/24/2016,9,991
9/24/2016,10,1028
9/24/2016,11,1051
9/24/2016,12,1062
9/24/2016,13,1047
9/24/2016,14,1031
9/24/2016,15,1012
9/24/2016,16,1003
9/24/2016,17,1009
9/24/2016,18,1015
9/24/2016,19,1025
9/24/2016,20,1057
9/24/2016,21,1031
9/24/2016,22,1003
9/24/2016,23,948
9/24/2016,24,888
9/25/2016,1,847
9/25/2016,2,800
9/25/2016,3,778
9/25/2016,4,766
9/25/2016,5,768
9/25/2016,6,792
9/25/2016,7,827
9/25/2016,8,873
9/25/2016,9,940
9/25/2016,10,998
9/25/2016,11,1027
9/25/2016,12,1047
9/25/2016,13,1058
9/25/2016,14,1053
9/25/2016,15,1045
9/25/2016,16,1040
9/25/2016,17,1048
9/25/2016,18,1063
9/25/2016,19,1085
9/25/2016,20,1122
9/25/2016,21,1090
9/25/2016,22,1046
9/25/2016,23,963
9/25/2016,24,884
9/26/2016,1,818
9/26/2016,2,793
9/26/2016,3,776
9/26/2016,4,778
9/26/2016,5,797
9/26/2016,6,870
9/26/2016,7,1015
9/26/2016,8,1105
9/26/2016,9,1136
9/26/2016,10,1158
9/26/2016,11,1168
9/26/2016,12,1187
9/26/2016,13,1203
9/26/2016,14,1216
9/26/2016,15,1212
9/26/2016,16,1224
9/26/2016,17,1222
9/26/2016,18,1220
9/26/2016,19,1185
9/26/2016,20,1185
9/26/2016,21,1178
9/26/2016,22,1103
9/26/2016,23,1019
9/26/2016,24,923
9/27/2016,1,859
9/27/2016,2,826
9/27/2016,3,805
9/27/2016,4,794
9/27/2016,5,822
9/27/2016,6,904
9/27/2016,7,992
9/27/2016,8,1072
9/27/2016,9,1099
9/27/2016,10,1108
9/27/2016,11,1104
9/27/2016,12,1128
9/27/2016,13,1122
9/27/2016,14,1127
9/27/2016,15,1122
9/27/2016,16,1111
9/27/2016,17,1111
9/27/2016,18,1100
9/27/2016,19,1078
9/27/2016,20,1107
9/27/2016,21,1087
9/27/2016,22,1020
9/27/2016,23,928
9/27/2016,24,844
9/28/2016,1,785
9/28/2016,2,743
9/28/2016,3,725
9/28/2016,4,721
9/28/2016,5,742
9/28/2016,6,825
9/28/2016,7,978
9/28/2016,8,1091
9/28/2016,9,1106
9/28/2016,10,1111
9/28/2016,11,1109
9/28/2016,12,1101
9/28/2016,13,1116
9/28/2016,14,1120
9/28/2016,15,1104
9/28/2016,16,1101
9/28/2016,17,1102
9/28/2016,18,1104
9/28/2016,19,1085
9/28/2016,20,1112
9/28/2016,21,1087
9/28/2016,22,1029
9/28/2016,23,938
9/28/2016,24,849
9/29/2016,1,782
9/29/2016,2,751
9/29/2016,3,739
9/29/2016,4,732
9/29/2016,5,753
9/29/2016,6,839
9/29/2016,7,1002
9/29/2016,8,1096
9/29/2016,9,1113
9/29/2016,10,1098
9/29/2016,11,1089
9/29/2016,12,1095
9/29/2016,13,1095
9/29/2016,14,1108
9/29/2016,15,1088
9/29/2016,16,1082
9/29/2016,17,1079
9/29/2016,18,1092
9/29/2016,19,1088
9/29/2016,20,1122
9/29/2016,21,1101
9/29/2016,22,1042
9/29/2016,23,956
9/29/2016,24,863
9/30/2016,1,797
9/30/2016,2,760
9/30/2016,3,748
9/30/2016,4,783
9/30/2016,5,774
9/30/2016,6,877
9/30/2016,7,1057
9/30/2016,8,1159
9/30/2016,9,1173
9/30/2016,10,1168
9/30/2016,11,1158
9/30/2016,12,1155
9/30/2016,13,1142
9/30/2016,14,1140
9/30/2016,15,1136
9/30/2016,16,1130
9/30/2016,17,1119
9/30/2016,18,1126
9/30/2016,19,1103
9/30/2016,20,1117
9/30/2016,21,1074
9/30/2016,22,1040
9/30/2016,23,978
9/30/2016,24,912
10/1/2016,1,852
10/1/2016,2,807
10/1/2016,3,794
10/1/2016,4,786
10/1/2016,5,776
10/1/2016,6,810
10/1/2016,7,858
10/1/2016,8,924
10/1/2016,9,994
10/1/2016,10,1042
10/1/2016,11,1043
10/1/2016,12,1057
10/1/2016,13,1071
10/1/2016,14,1058
10/1/2016,15,1042
10/1/2016,16,1029
10/1/2016,17,1033
10/1/2016,18,1048
10/1/2016,19,1065
10/1/2016,20,1083
10/1/2016,21,1055
10/1/2016,22,1012
10/1/2016,23,962
10/1/2016,24,905
10/2/2016,1,848
10/2/2016,2,821
10/2/2016,3,802
10/2/2016,4,791
10/2/2016,5,790
10/2/2016,6,813
10/2/2016,7,846
10/2/2016,8,893
10/2/2016,9,959
10/2/2016,10,1014
10/2/2016,11,1024
10/2/2016,12,1033
10/2/2016,13,1019
10/2/2016,14,1035
10/2/2016,15,1014
10/2/2016,16,1016
10/2/2016,17,1029
10/2/2016,18,1061
10/2/2016,19,1094
10/2/2016,20,1131
10/2/2016,21,1099
10/2/2016,22,1049
10/2/2016,23,959
10/2/2016,24,879
10/3/2016,1,800
10/3/2016,2,764
10/3/2016,3,783
10/3/2016,4,785
10/3/2016,5,811
10/3/2016,6,900
10/3/2016,7,1054
10/3/2016,8,1172
10/3/2016,9,1163
10/3/2016,10,1164
10/3/2016,11,1155
10/3/2016,12,1150
10/3/2016,13,1149
10/3/2016,14,1155
10/3/2016,15,1143
10/3/2016,16,1130
10/3/2016,17,1102
10/3/2016,18,1139
10/3/2016,19,1171
10/3/2016,20,1198
10/3/2016,21,1161
10/3/2016,22,1100
10/3/2016,23,1009
10/3/2016,24,922
10/4/2016,1,847
10/4/2016,2,816
10/4/2016,3,803
10/4/2016,4,800
10/4/2016,5,828
10/4/2016,6,900
10/4/2016,7,1063
10/4/2016,8,1178
10/4/2016,9,1177
10/4/2016,10,1161
10/4/2016,11,1154
10/4/2016,12,1161
10/4/2016,13,1164
10/4/2016,14,1160
10/4/2016,15,1144
10/4/2016,16,1088
10/4/2016,17,1092
10/4/2016,18,1125
10/4/2016,19,1149
10/4/2016,20,1152
10/4/2016,21,1125
10/4/2016,22,1057
10/4/2016,23,956
10/4/2016,24,871
10/5/2016,1,810
10/5/2016,2,770
10/5/2016,3,754
10/5/2016,4,749
10/5/2016,5,776
10/5/2016,6,862
10/5/2016,7,1023
10/5/2016,8,1118
10/5/2016,9,1133
10/5/2016,10,1117
10/5/2016,11,1116
10/5/2016,12,1101
10/5/2016,13,1101
10/5/2016,14,1096
10/5/2016,15,1076
10/5/2016,16,1079
10/5/2016,17,1079
10/5/2016,18,1088
10/5/2016,19,1097
10/5/2016,20,1131
10/5/2016,21,1100
10/5/2016,22,1039
10/5/2016,23,950
10/5/2016,24,862
10/6/2016,1,805
10/6/2016,2,766
10/6/2016,3,748
10/6/2016,4,736
10/6/2016,5,764
10/6/2016,6,848
10/6/2016,7,1008
10/6/2016,8,1110
10/6/2016,9,1115
10/6/2016,10,1110
10/6/2016,11,1107
10/6/2016,12,1106
10/6/2016,13,1103
10/6/2016,14,1100
10/6/2016,15,1084
10/6/2016,16,1088
10/6/2016,17,1091
10/6/2016,18,1105
10/6/2016,19,1132
10/6/2016,20,1140
10/6/2016,21,1110
10/6/2016,22,1046
10/6/2016,23,961
10/6/2016,24,881
10/7/2016,1,820
10/7/2016,2,782
10/7/2016,3,762
10/7/2016,4,762
10/7/2016,5,816
10/7/2016,6,892
10/7/2016,7,1062
10/7/2016,8,1175
10/7/2016,9,1198
10/7/2016,10,1201
10/7/2016,11,1191
10/7/2016,12,1187
10/7/2016,13,1155
10/7/2016,14,1156
10/7/2016,15,1138
10/7/2016,16,1128
10/7/2016,17,1130
10/7/2016,18,1140
10/7/2016,19,1151
10/7/2016,20,1139
10/7/2016,21,1109
10/7/2016,22,1063
10/7/2016,23,1001
10/7/2016,24,920
10/8/2016,1,853
10/8/2016,2,821
10/8/2016,3,803
10/8/2016,4,795
10/8/2016,5,797
10/8/2016,6,823
10/8/2016,7,876
10/8/2016,8,943
10/8/2016,9,1022
10/8/2016,10,1076
10/8/2016,11,1061
10/8/2016,12,1084
10/8/2016,13,1092
10/8/2016,14,1086
10/8/2016,15,1072
10/8/2016,16,1073
10/8/2016,17,1070
10/8/2016,18,1075
10/8/2016,19,1103
10/8/2016,20,1109
10/8/2016,21,1075
10/8/2016,22,1030
10/8/2016,23,980
10/8/2016,24,915
10/9/2016,1,857
10/9/2016,2,816
10/9/2016,3,793
10/9/2016,4,785
10/9/2016,5,792
10/9/2016,6,801
10/9/2016,7,843
10/9/2016,8,902
10/9/2016,9,954
10/9/2016,10,1028
10/9/2016,11,1059
10/9/2016,12,1063
10/9/2016,13,1059
10/9/2016,14,1049
10/9/2016,15,1044
10/9/2016,16,1040
10/9/2016,17,1067
10/9/2016,18,1134
10/9/2016,19,1145
10/9/2016,20,1148
10/9/2016,21,1128
10/9/2016,22,1085
10/9/2016,23,992
10/9/2016,24,909
10/10/2016,1,861
10/10/2016,2,823
10/10/2016,3,805
10/10/2016,4,814
10/10/2016,5,853
10/10/2016,6,946
10/10/2016,7,1081
10/10/2016,8,1222
10/10/2016,9,1233
10/10/2016,10,1225
10/10/2016,11,1212
10/10/2016,12,1193
10/10/2016,13,1178
10/10/2016,14,1164
10/10/2016,15,1145
10/10/2016,16,1136
10/10/2016,17,1143
10/10/2016,18,1168
10/10/2016,19,1206
10/10/2016,20,1222
10/10/2016,21,1165
10/10/2016,22,1141
10/10/2016,23,1053
10/10/2016,24,952
10/11/2016,1,891
10/11/2016,2,860
10/11/2016,3,844
10/11/2016,4,848
10/11/2016,5,888
10/11/2016,6,994
10/11/2016,7,1177
10/11/2016,8,1284
10/11/2016,9,1278
10/11/2016,10,1236
10/11/2016,11,1206
10/11/2016,12,1195
10/11/2016,13,1187
10/11/2016,14,1173
10/11/2016,15,1164
10/11/2016,16,1154
10/11/2016,17,1161
10/11/2016,18,1162
10/11/2016,19,1154
10/11/2016,20,1184
10/11/2016,21,1156
10/11/2016,22,1100
10/11/2016,23,1003
10/11/2016,24,905
10/12/2016,1,842
10/12/2016,2,802
10/12/2016,3,793
10/12/2016,4,791
10/12/2016,5,834
10/12/2016,6,940
10/12/2016,7,1120
10/12/2016,8,1242
10/12/2016,9,1225
10/12/2016,10,1190
10/12/2016,11,1165
10/12/2016,12,1152
10/12/2016,13,1137
10/12/2016,14,1134
10/12/2016,15,1112
10/12/2016,16,1103
10/12/2016,17,1111
10/12/2016,18,1141
10/12/2016,19,1166
10/12/2016,20,1169
10/12/2016,21,1142
10/12/2016,22,1080
10/12/2016,23,988
10/12/2016,24,894
10/13/2016,1,825
10/13/2016,2,794
10/13/2016,3,771
10/13/2016,4,768
10/13/2016,5,796
10/13/2016,6,891
10/13/2016,7,1048
10/13/2016,8,1171
10/13/2016,9,1168
10/13/2016,10,1169
10/13/2016,11,1169
10/13/2016,12,1172
10/13/2016,13,1162
10/13/2016,14,1165
10/13/2016,15,1157
10/13/2016,16,1151
10/13/2016,17,1171
10/13/2016,18,1205
10/13/2016,19,1224
10/13/2016,20,1214
10/13/2016,21,1175
10/13/2016,22,1115
10/13/2016,23,1022
10/13/2016,24,926
10/14/2016,1,856
10/14/2016,2,814
10/14/2016,3,789
10/14/2016,4,792
10/14/2016,5,843
10/14/2016,6,930
10/14/2016,7,1110
10/14/2016,8,1233
10/14/2016,9,1259
10/14/2016,10,1258
10/14/2016,11,1255
10/14/2016,12,1269
10/14/2016,13,1282
10/14/2016,14,1264
10/14/2016,15,1236
10/14/2016,16,1170
10/14/2016,17,1155
10/14/2016,18,1212
10/14/2016,19,1226
10/14/2016,20,1209
10/14/2016,21,1160
10/14/2016,22,1104
10/14/2016,23,1030
10/14/2016,24,963
10/15/2016,1,902
10/15/2016,2,864
10/15/2016,3,839
10/15/2016,4,837
10/15/2016,5,842
10/15/2016,6,871
10/15/2016,7,919
10/15/2016,8,986
10/15/2016,9,1065
10/15/2016,10,1131
10/15/2016,11,1174
10/15/2016,12,1194
10/15/2016,13,1215
10/15/2016,14,1203
10/15/2016,15,1167
10/15/2016,16,1154
10/15/2016,17,1148
10/15/2016,18,1167
10/15/2016,19,1193
10/15/2016,20,1171
10/15/2016,21,1084
10/15/2016,22,1076
10/15/2016,23,1027
10/15/2016,24,951
10/16/2016,1,897
10/16/2016,2,854
10/16/2016,3,838
10/16/2016,4,827
10/16/2016,5,830
10/16/2016,6,853
10/16/2016,7,875
10/16/2016,8,960
10/16/2016,9,1021
10/16/2016,10,1094
10/16/2016,11,1124
10/16/2016,12,1132
10/16/2016,13,1127
10/16/2016,14,1108
10/16/2016,15,1097
10/16/2016,16,1080
10/16/2016,17,1092
10/16/2016,18,1141
10/16/2016,19,1206
10/16/2016,20,1201
10/16/2016,21,1167
10/16/2016,22,1109
10/16/2016,23,1024
10/16/2016,24,943
10/17/2016,1,870
10/17/2016,2,844
10/17/2016,3,829
10/17/2016,4,842
10/17/2016,5,873
10/17/2016,6,967
10/17/2016,7,1135
10/17/2016,8,1257
10/17/2016,9,1254
10/17/2016,10,1240
10/17/2016,11,1222
10/17/2016,12,1233
10/17/2016,13,1232
10/17/2016,14,1216
10/17/2016,15,1188
10/17/2016,16,1177
10/17/2016,17,1176
10/17/2016,18,1199
10/17/2016,19,1233
10/17/2016,20,1241
10/17/2016,21,1207
10/17/2016,22,1144
10/17/2016,23,1046
10/17/2016,24,958
10/18/2016,1,891
10/18/2016,2,844
10/18/2016,3,835
10/18/2016,4,830
10/18/2016,5,867
10/18/2016,6,979
10/18/2016,7,1150
10/18/2016,8,1260
10/18/2016,9,1262
10/18/2016,10,1251
10/18/2016,11,1231
10/18/2016,12,1215
10/18/2016,13,1203
10/18/2016,14,1199
10/18/2016,15,1164
10/18/2016,16,1169
10/18/2016,17,1175
10/18/2016,18,1200
10/18/2016,19,1190
10/18/2016,20,1203
10/18/2016,21,1164
10/18/2016,22,1102
10/18/2016,23,1018
10/18/2016,24,922
10/19/2016,1,860
10/19/2016,2,821
10/19/2016,3,804
10/19/2016,4,807
10/19/2016,5,840
10/19/2016,6,939
10/19/2016,7,1114
10/19/2016,8,1230
10/19/2016,9,1221
10/19/2016,10,1192
10/19/2016,11,1167
10/19/2016,12,1153
10/19/2016,13,1152
10/19/2016,14,1148
10/19/2016,15,1141
10/19/2016,16,1146
10/19/2016,17,1161
10/19/2016,18,1207
10/19/2016,19,1221
10/19/2016,20,1198
10/19/2016,21,1183
10/19/2016,22,1110
10/19/2016,23,1025
10/19/2016,24,931
10/20/2016,1,862
10/20/2016,2,834
10/20/2016,3,805
10/20/2016,4,811
10/20/2016,5,847
10/20/2016,6,928
10/20/2016,7,1104
10/20/2016,8,1219
10/20/2016,9,1224
10/20/2016,10,1230
10/20/2016,11,1221
10/20/2016,12,1211
10/20/2016,13,1195
10/20/2016,14,1187
10/20/2016,15,1155
10/20/2016,16,1142
10/20/2016,17,1141
10/20/2016,18,1155
10/20/2016,19,1197
10/20/2016,20,1195
10/20/2016,21,1156
10/20/2016,22,1092
10/20/2016,23,1009
10/20/2016,24,919
10/21/2016,1,857
10/21/2016,2,810
10/21/2016,3,796
10/21/2016,4,800
10/21/2016,5,848
10/21/2016,6,934
10/21/2016,7,1134
10/21/2016,8,1244
10/21/2016,9,1254
10/21/2016,10,1245
10/21/2016,11,1227
10/21/2016,12,1206
10/21/2016,13,1198
10/21/2016,14,1191
10/21/2016,15,1159
10/21/2016,16,1169
10/21/2016,17,1179
10/21/2016,18,1213
10/21/2016,19,1221
10/21/2016,20,1198
10/21/2016,21,1151
10/21/2016,22,1114
10/21/2016,23,1043
10/21/2016,24,953
10/22/2016,1,908
10/22/2016,2,875
10/22/2016,3,857
10/22/2016,4,851
10/22/2016,5,857
10/22/2016,6,879
10/22/2016,7,942
10/22/2016,8,1022
10/22/2016,9,1104
10/22/2016,10,1134
10/22/2016,11,1135
10/22/2016,12,1117
10/22/2016,13,1102
10/22/2016,14,1071
10/22/2016,15,1056
10/22/2016,16,1047
10/22/2016,17,1060
10/22/2016,18,1079
10/22/2016,19,1115
10/22/2016,20,1127
10/22/2016,21,1097
10/22/2016,22,1054
10/22/2016,23,1001
10/22/2016,24,940
10/23/2016,1,898
10/23/2016,2,854
10/23/2016,3,837
10/23/2016,4,825
10/23/2016,5,823
10/23/2016,6,856
10/23/2016,7,891
10/23/2016,8,961
10/23/2016,9,1002
10/23/2016,10,1053
10/23/2016,11,1099
10/23/2016,12,1068
10/23/2016,13,1032
10/23/2016,14,1033
10/23/2016,15,1037
10/23/2016,16,1071
10/23/2016,17,1097
10/23/2016,18,1139
10/23/2016,19,1174
10/23/2016,20,1173
10/23/2016,21,1134
10/23/2016,22,1086
10/23/2016,23,994
10/23/2016,24,930
10/24/2016,1,863
10/24/2016,2,838
10/24/2016,3,819
10/24/2016,4,815
10/24/2016,5,847
10/24/2016,6,950
10/24/2016,7,1103
10/24/2016,8,1215
10/24/2016,9,1238
10/24/2016,10,1236
10/24/2016,11,1236
10/24/2016,12,1228
10/24/2016,13,1226
10/24/2016,14,1213
10/24/2016,15,1197
10/24/2016,16,1201
10/24/2016,17,1213
10/24/2016,18,1273
10/24/2016,19,1304
10/24/2016,20,1274
10/24/2016,21,1222
10/24/2016,22,1166
10/24/2016,23,1063
10/24/2016,24,936
10/25/2016,1,908
10/25/2016,2,873
10/25/2016,3,856
10/25/2016,4,856
10/25/2016,5,881
10/25/2016,6,993
10/25/2016,7,1149
10/25/2016,8,1231
10/25/2016,9,1238
10/25/2016,10,1226
10/25/2016,11,1166
10/25/2016,12,1161
10/25/2016,13,1156
10/25/2016,14,1148
10/25/2016,15,1131
10/25/2016,16,1160
10/25/2016,17,1165
10/25/2016,18,1195
10/25/2016,19,1195
10/25/2016,20,1184
10/25/2016,21,1143
10/25/2016,22,1085
10/25/2016,23,993
10/25/2016,24,905
10/26/2016,1,840
10/26/2016,2,807
10/26/2016,3,783
10/26/2016,4,778
10/26/2016,5,808
10/26/2016,6,899
10/26/2016,7,1069
10/26/2016,8,1192
10/26/2016,9,1207
10/26/2016,10,1213
10/26/2016,11,1214
10/26/2016,12,1213
10/26/2016,13,1205
10/26/2016,14,1198
10/26/2016,15,1182
10/26/2016,16,1180
10/26/2016,17,1201
10/26/2016,18,1235
10/26/2016,19,1248
10/26/2016,20,1226
10/26/2016,21,1182
10/26/2016,22,1113
10/26/2016,23,1028
10/26/2016,24,934
10/27/2016,1,869
10/27/2016,2,827
10/27/2016,3,801
10/27/2016,4,797
10/27/2016,5,828
10/27/2016,6,922
10/27/2016,7,1095
10/27/2016,8,1208
10/27/2016,9,1209
10/27/2016,10,1194
10/27/2016,11,1188
10/27/2016,12,1177
10/27/2016,13,1165
10/27/2016,14,1162
10/27/2016,15,1133
10/27/2016,16,1128
10/27/2016,17,1139
10/27/2016,18,1176
10/27/2016,19,1217
10/27/2016,20,1195
10/27/2016,21,1165
10/27/2016,22,1106
10/27/2016,23,1025
10/27/2016,24,926
10/28/2016,1,860
10/28/2016,2,824
10/28/2016,3,800
10/28/2016,4,801
10/28/2016,5,839
10/28/2016,6,940
10/28/2016,7,1126
10/28/2016,8,1247
10/28/2016,9,1249
10/28/2016,10,1233
10/28/2016,11,1221
10/28/2016,12,1201
10/28/2016,13,1190
10/28/2016,14,1175
10/28/2016,15,1174
10/28/2016,16,1152
10/28/2016,17,1156
10/28/2016,18,1174
10/28/2016,19,1198
10/28/2016,20,1170
10/28/2016,21,1132
10/28/2016,22,1082
10/28/2016,23,1022
10/28/2016,24,953
10/29/2016,1,903
10/29/2016,2,862
10/29/2016,3,842
10/29/2016,4,840
10/29/2016,5,843
10/29/2016,6,872
10/29/2016,7,909
10/29/2016,8,994
10/29/2016,9,1069
10/29/2016,10,1094
10/29/2016,11,1170
10/29/2016,12,1170
10/29/2016,13,1117
10/29/2016,14,1085
10/29/2016,15,1059
10/29/2016,16,1036
10/29/2016,17,1046
10/29/2016,18,1060
10/29/2016,19,1112
10/29/2016,20,1095
10/29/2016,21,1066
10/29/2016,22,1020
10/29/2016,23,974
10/29/2016,24,914
10/30/2016,1,865
10/30/2016,2,831
10/30/2016,3,814
10/30/2016,4,799
10/30/2016,5,807
10/30/2016,6,831
10/30/2016,7,883
10/30/2016,8,949
10/30/2016,9,1021
10/30/2016,10,1078
10/30/2016,11,1116
10/30/2016,12,1146
10/30/2016,13,1156
10/30/2016,14,1161
10/30/2016,15,1162
10/30/2016,16,1171
10/30/2016,17,1188
10/30/2016,18,1225
10/30/2016,19,1274
10/30/2016,20,1262
10/30/2016,21,1223
10/30/2016,22,1169
10/30/2016,23,1076
10/30/2016,24,982
10/31/2016,1,917
10/31/2016,2,876
10/31/2016,3,862
10/31/2016,4,863
10/31/2016,5,891
10/31/2016,6,1000
10/31/2016,7,1152
10/31/2016,8,1292
10/31/2016,9,1310
10/31/2016,10,1322
10/31/2016,11,1323
10/31/2016,12,1324
10/31/2016,13,1289
10/31/2016,14,1253
10/31/2016,15,1221
10/31/2016,16,1206
10/31/2016,17,1223
10/31/2016,18,1270
10/31/2016,19,1295
10/31/2016,20,1250
10/31/2016,21,1216
10/31/2016,22,1171
10/31/2016,23,1082
10/31/2016,24,1005
11/1/2016,1,930
11/1/2016,2,894
11/1/2016,3,878
11/1/2016,4,878
11/1/2016,5,899
11/1/2016,6,1019
11/1/2016,7,1173
11/1/2016,8,1298
11/1/2016,9,1305
11/1/2016,10,1291
11/1/2016,11,1282
11/1/2016,12,1263
11/1/2016,13,1250
11/1/2016,14,1239
11/1/2016,15,1194
11/1/2016,16,1217
11/1/2016,17,1226
11/1/2016,18,1319
11/1/2016,19,1333
11/1/2016,20,1308
11/1/2016,21,1269
11/1/2016,22,1195
11/1/2016,23,1099
11/1/2016,24,996
11/2/2016,1,932
11/2/2016,2,883
11/2/2016,3,867
11/2/2016,4,863
11/2/2016,5,899
