date,hour,mwh
8/18/2015,22,1220
8/18/2015,23,1227
8/19/2015,0,1232
8/19/2015,1,1216
8/19/2015,2,1178
8/19/2015,3,1136
8/19/2015,4,1135
8/19/2015,5,1110
8/19/2015,6,1020
8/19/2015,7,924
8/19/2015,8,856
8/19/2015,9,807
8/19/2015,10,790
8/19/2015,11,778
8/19/2015,12,794
8/19/2015,13,861
8/19/2015,14,966
8/19/2015,15,1058
8/19/2015,16,1121
8/19/2015,17,1157
8/19/2015,18,1188
8/19/2015,19,1214
8/19/2015,20,1239
8/19/2015,21,1254
8/19/2015,22,1270
8/19/2015,23,1270
8/20/2015,0,1279
8/20/2015,1,1274
8/20/2015,2,1213
8/20/2015,3,1164
8/20/2015,4,1157
8/20/2015,5,1129
8/20/2015,6,1032
