date,hour,mwh
8/19/2015,4,351
8/19/2015,3,314
8/19/2015,2,464
8/19/2015,1,456
8/19/2015,0,541
8/20/2015,23,194
8/20/2015,22,184
8/20/2015,21,183
8/20/2015,20,188
8/20/2015,19,188
8/20/2015,18,190
8/20/2015,17,193
8/20/2015,16,192
8/20/2015,15,196
8/20/2015,14,205
8/20/2015,13,197
8/20/2015,12,194
8/20/2015,11,197
8/20/2015,10,192
8/20/2015,9,195
8/20/2015,8,206
8/20/2015,7,193
8/20/2015,6,159
8/20/2015,5,188
8/20/2015,4,204
8/20/2015,3,210
8/20/2015,2,225
8/20/2015,1,254
8/20/2015,0,496
8/21/2015,23,178
8/21/2015,22,198
8/21/2015,21,198
8/21/2015,20,180
8/21/2015,19,144
8/21/2015,18,155
8/21/2015,17,209
8/21/2015,16,209
8/21/2015,15,196
8/21/2015,14,199
8/21/2015,13,160
8/21/2015,12,188
8/21/2015,11,190
8/21/2015,10,188
8/21/2015,9,187
8/21/2015,8,186
8/21/2015,7,186
8/21/2015,6,191
8/21/2015,5,187
8/21/2015,4,191
8/21/2015,3,188
8/21/2015,2,182
8/21/2015,1,184
8/21/2015,0,207
8/22/2015,23,157
8/22/2015,22,268
8/22/2015,21,239
8/22/2015,20,160
8/22/2015,19,163
8/22/2015,18,205
8/22/2015,17,142
8/22/2015,16,156
8/22/2015,15,141
8/22/2015,14,143
8/22/2015,13,166
8/22/2015,12,139
8/22/2015,11,135
8/22/2015,10,135
8/22/2015,9,127
8/22/2015,8,161
8/22/2015,7,155
8/22/2015,6,127
8/22/2015,5,133
8/22/2015,4,148
8/22/2015,3,149
8/22/2015,2,151
8/22/2015,1,148
8/22/2015,0,155
8/23/2015,23,223
8/23/2015,22,228
8/23/2015,21,248
8/23/2015,20,181
8/23/2015,19,159
