date,hour,mwh
10/18/2015,00H,956
10/18/2015,01H,941
10/18/2015,02H,946
10/18/2015,03H,906
10/18/2015,04H,891
10/18/2015,05H,815
10/18/2015,06H,683
10/18/2015,07H,603
10/18/2015,08H,499
10/18/2015,09H,480
10/18/2015,10H,466
10/18/2015,11H,463
10/18/2015,12H,459
10/18/2015,13H,483
10/18/2015,14H,689
10/18/2015,15H,699
10/18/2015,16H,794
10/18/2015,17H,845
10/18/2015,18H,909
10/18/2015,19H,917
10/18/2015,20H,944
10/18/2015,21H,931
10/18/2015,22H,887
10/18/2015,23H,920
10/19/2015,00H,927
10/19/2015,01H,924
10/19/2015,02H,939
10/19/2015,03H,966
10/19/2015,04H,889
10/19/2015,05H,925
10/19/2015,06H,593
10/19/2015,07H,504
10/19/2015,08H,435
10/19/2015,09H,470
10/19/2015,10H,409
10/19/2015,11H,416
10/19/2015,12H,494
10/19/2015,13H,576
10/19/2015,14H,840
10/19/2015,15H,918
10/19/2015,16H,914
10/19/2015,17H,917
10/19/2015,18H,888
10/19/2015,19H,874
10/19/2015,20H,841
10/19/2015,21H,878
10/19/2015,22H,835
10/19/2015,23H,884
10/20/2015,00H,915
10/20/2015,01H,904
10/20/2015,02H,884
10/20/2015,03H,880
10/20/2015,04H,905
10/20/2015,05H,838
10/20/2015,06H,667
10/20/2015,07H,574
10/20/2015,08H,404
10/20/2015,09H,404
10/20/2015,10H,386
10/20/2015,11H,459
10/20/2015,12H,425
10/20/2015,13H,635
10/20/2015,14H,891
10/20/2015,15H,895
10/20/2015,16H,968
10/20/2015,17H,930
10/20/2015,18H,910
10/20/2015,19H,930
10/20/2015,20H,874
10/20/2015,21H,916
10/20/2015,22H,901
10/20/2015,23H,939
10/21/2015,00H,907
10/21/2015,01H,816
10/21/2015,02H,829
10/21/2015,03H,805
10/21/2015,04H,843
10/21/2015,05H,845
10/21/2015,06H,687
10/21/2015,07H,583
10/21/2015,08H,469
10/21/2015,09H,401
10/21/2015,10H,353
10/21/2015,11H,355
10/21/2015,12H,368
10/21/2015,13H,481
10/21/2015,14H,752
10/21/2015,15H,876
10/21/2015,16H,933
10/21/2015,17H,923
10/21/2015,18H,853
10/21/2015,19H,861
10/21/2015,20H,795
10/21/2015,21H,792
10/21/2015,22H,739
10/21/2015,23H,735
10/22/2015,00H,764
10/22/2015,01H,840
10/22/2015,02H,891
10/22/2015,03H,919
10/22/2015,04H,825
10/22/2015,05H,850
10/22/2015,06H,536
10/22/2015,07H,534
10/22/2015,08H,469
10/22/2015,09H,454
10/22/2015,10H,428
10/22/2015,11H,354
10/22/2015,12H,453
10/22/2015,13H,496
10/22/2015,14H,868
10/22/2015,15H,878
10/22/2015,16H,882
10/22/2015,17H,847
10/22/2015,18H,849
10/22/2015,19H,840
10/22/2015,20H,812
10/22/2015,21H,807
10/22/2015,22H,823
10/22/2015,23H,830
10/23/2015,00H,839
10/23/2015,01H,857
10/23/2015,02H,889
10/23/2015,03H,892
10/23/2015,04H,869
10/23/2015,05H,925
10/23/2015,06H,637
10/23/2015,07H,519
10/23/2015,08H,449
10/23/2015,09H,413
10/23/2015,10H,397
10/23/2015,11H,414
10/23/2015,12H,446
10/23/2015,13H,551
10/23/2015,14H,858
10/23/2015,15H,806
10/23/2015,16H,892
10/23/2015,17H,894
10/23/2015,18H,878
10/23/2015,19H,837
10/23/2015,20H,787
10/23/2015,21H,791
10/23/2015,22H,864
10/23/2015,23H,896
10/24/2015,00H,896
10/24/2015,01H,830
10/24/2015,02H,895
10/24/2015,03H,897
10/24/2015,04H,938
10/24/2015,05H,922
10/24/2015,06H,708
10/24/2015,07H,612
10/24/2015,08H,462
10/24/2015,09H,437
10/24/2015,10H,394
10/24/2015,11H,396
10/24/2015,12H,359
10/24/2015,13H,485
10/24/2015,14H,625
10/24/2015,15H,759
10/24/2015,16H,794
10/24/2015,17H,868
10/24/2015,18H,863
10/24/2015,19H,1007
10/24/2015,20H,959
10/24/2015,21H,935
10/24/2015,22H,874
10/24/2015,23H,875
10/25/2015,00H,804
10/25/2015,01H,900
10/25/2015,02H,960
10/25/2015,03H,923
10/25/2015,04H,908
10/25/2015,05H,842
10/25/2015,06H,565
10/25/2015,07H,561
10/25/2015,08H,389
10/25/2015,09H,415
10/25/2015,10H,391
10/25/2015,11H,383
10/25/2015,12H,389
10/25/2015,13H,342
10/25/2015,14H,478
10/25/2015,15H,553
10/25/2015,16H,682
10/25/2015,17H,705
10/25/2015,18H,742
10/25/2015,19H,721
10/25/2015,20H,692
10/25/2015,21H,747
10/25/2015,22H,733
10/25/2015,23H,726
10/26/2015,00H,722
10/26/2015,01H,810
10/26/2015,02H,886
10/26/2015,03H,900
10/26/2015,04H,785
10/26/2015,05H,735
10/26/2015,06H,502
10/26/2015,07H,399
10/26/2015,08H,420
10/26/2015,09H,380
10/26/2015,10H,392
10/26/2015,11H,407
10/26/2015,12H,459
10/26/2015,13H,563
10/26/2015,14H,680
10/26/2015,15H,745
10/26/2015,16H,813
10/26/2015,17H,884
10/26/2015,18H,865
10/26/2015,19H,868
10/26/2015,20H,868
10/26/2015,21H,785
10/26/2015,22H,814
10/26/2015,23H,844
10/27/2015,00H,727
10/27/2015,01H,783
10/27/2015,02H,796
10/27/2015,03H,815
10/27/2015,04H,841
10/27/2015,05H,734
10/27/2015,06H,477
10/27/2015,07H,387
10/27/2015,08H,445
10/27/2015,09H,423
10/27/2015,10H,388
10/27/2015,11H,356
10/27/2015,12H,415
10/27/2015,13H,559
10/27/2015,14H,826
10/27/2015,15H,855
10/27/2015,16H,863
10/27/2015,17H,862
10/27/2015,18H,854
10/27/2015,19H,794
10/27/2015,20H,805
10/27/2015,21H,813
10/27/2015,22H,827
10/27/2015,23H,816
10/28/2015,00H,806
10/28/2015,01H,837
10/28/2015,02H,860
10/28/2015,03H,862
10/28/2015,04H,874
10/28/2015,05H,850
10/28/2015,06H,489
10/28/2015,07H,497
10/28/2015,08H,380
10/28/2015,09H,378
10/28/2015,10H,366
10/28/2015,11H,385
10/28/2015,12H,358
10/28/2015,13H,468
10/28/2015,14H,813
10/28/2015,15H,841
10/28/2015,16H,854
10/28/2015,17H,851
10/28/2015,18H,858
10/28/2015,19H,776
10/28/2015,20H,884
10/28/2015,21H,857
10/28/2015,22H,871
10/28/2015,23H,803
10/29/2015,00H,818
10/29/2015,01H,851
10/29/2015,02H,810
10/29/2015,03H,822
10/29/2015,04H,817
10/29/2015,05H,814
10/29/2015,06H,570
10/29/2015,07H,449
10/29/2015,08H,400
10/29/2015,09H,364
10/29/2015,10H,355
10/29/2015,11H,368
10/29/2015,12H,407
10/29/2015,13H,458
10/29/2015,14H,738
10/29/2015,15H,818
10/29/2015,16H,862
10/29/2015,17H,872
10/29/2015,18H,826
10/29/2015,19H,791
10/29/2015,20H,777
10/29/2015,21H,752
10/29/2015,22H,749
10/29/2015,23H,734
10/30/2015,00H,752
10/30/2015,01H,818
10/30/2015,02H,845
10/30/2015,03H,707
10/30/2015,04H,652
10/30/2015,05H,589
10/30/2015,06H,577
10/30/2015,07H,495
10/30/2015,08H,392
10/30/2015,09H,376
10/30/2015,10H,375
10/30/2015,11H,378
10/30/2015,12H,375
10/30/2015,13H,427
10/30/2015,14H,775
10/30/2015,15H,874
10/30/2015,16H,828
10/30/2015,17H,868
10/30/2015,18H,804
10/30/2015,19H,840
10/30/2015,20H,831
10/30/2015,21H,803
10/30/2015,22H,742
10/30/2015,23H,804
10/31/2015,00H,818
10/31/2015,01H,842
10/31/2015,02H,860
10/31/2015,03H,810
10/31/2015,04H,821
10/31/2015,05H,804
10/31/2015,06H,598
10/31/2015,07H,601
10/31/2015,08H,506
10/31/2015,09H,423
10/31/2015,10H,437
10/31/2015,11H,417
10/31/2015,12H,417
10/31/2015,13H,432
10/31/2015,14H,589
10/31/2015,15H,605
10/31/2015,16H,656
10/31/2015,17H,785
10/31/2015,18H,773
10/31/2015,19H,748
10/31/2015,20H,754
10/31/2015,21H,628
10/31/2015,22H,608
10/31/2015,23H,667
11/1/2015,00H,548
11/1/2015,01H,583
11/1/2015,02H,601
11/1/2015,03H,636
11/1/2015,04H,635
11/1/2015,05H,646
11/1/2015,06H,589
11/1/2015,07H,663
11/1/2015,08H,
11/1/2015,09H,
11/1/2015,10H,
11/1/2015,11H,
11/1/2015,12H,
11/1/2015,13H,
11/1/2015,14H,
11/1/2015,15H,
11/1/2015,16H,
11/1/2015,17H,
11/1/2015,18H,
11/1/2015,19H,
11/1/2015,20H,
11/1/2015,21H,
11/1/2015,22H,
11/1/2015,23H,
11/2/2015,00H,
11/2/2015,01H,
11/2/2015,02H,
11/2/2015,03H,
11/2/2015,04H,
11/2/2015,05H,
11/2/2015,06H,
11/2/2015,07H,
11/2/2015,09H,473
11/2/2015,10H,503
11/2/2015,11H,388
11/2/2015,12H,331
11/2/2015,13H,511
11/2/2015,14H,466
11/2/2015,15H,652
11/2/2015,16H,765
11/2/2015,17H,774
11/2/2015,18H,846
11/2/2015,19H,738
11/2/2015,20H,825
11/2/2015,21H,738
11/2/2015,22H,709
11/2/2015,23H,741
11/3/2015,00H,762
11/3/2015,01H,820
11/3/2015,02H,809
11/3/2015,03H,788
11/3/2015,04H,711
11/3/2015,05H,658
11/3/2015,06H,645
11/3/2015,07H,424
11/3/2015,08H,499
11/3/2015,09H,245
11/3/2015,10H,265
11/3/2015,11H,242
11/3/2015,12H,286
11/3/2015,13H,387
11/3/2015,14H,481
11/3/2015,15H,760
11/3/2015,16H,772
11/3/2015,17H,833
11/3/2015,18H,705
11/3/2015,19H,787
11/3/2015,20H,760
11/3/2015,21H,709
11/3/2015,22H,755
11/3/2015,23H,775
11/4/2015,00H,735
11/4/2015,01H,778
11/4/2015,02H,733
11/4/2015,03H,779
11/4/2015,04H,825
11/4/2015,05H,809
11/4/2015,06H,560
11/4/2015,07H,434
11/4/2015,08H,455
11/4/2015,09H,331
11/4/2015,10H,226
11/4/2015,11H,262
11/4/2015,12H,313
11/4/2015,13H,322
11/4/2015,14H,444
11/4/2015,15H,789
11/4/2015,16H,873
11/4/2015,17H,860
11/4/2015,18H,828
11/4/2015,19H,797
11/4/2015,20H,763
11/4/2015,21H,733
11/4/2015,22H,679
11/4/2015,23H,710
11/5/2015,00H,598
11/5/2015,01H,732
11/5/2015,02H,838
11/5/2015,03H,876
11/5/2015,04H,722
11/5/2015,05H,738
11/5/2015,06H,665
11/5/2015,07H,461
11/5/2015,08H,401
11/5/2015,09H,291
11/5/2015,10H,269
11/5/2015,11H,281
11/5/2015,12H,244
11/5/2015,13H,247
11/5/2015,14H,423
11/5/2015,15H,683
11/5/2015,16H,810
11/5/2015,17H,767
11/5/2015,18H,654
11/5/2015,19H,669
11/5/2015,20H,660
11/5/2015,21H,626
11/5/2015,22H,657
11/5/2015,23H,632
11/6/2015,00H,637
11/6/2015,01H,674
11/6/2015,02H,787
11/6/2015,03H,872
11/6/2015,04H,897
11/6/2015,05H,848
11/6/2015,06H,718
11/6/2015,07H,578
11/6/2015,08H,425
11/6/2015,09H,283
11/6/2015,10H,288
11/6/2015,11H,304
11/6/2015,12H,273
11/6/2015,13H,303
11/6/2015,14H,476
11/6/2015,15H,760
11/6/2015,16H,843
11/6/2015,17H,878
11/6/2015,18H,896
11/6/2015,19H,935
11/6/2015,20H,922
11/6/2015,21H,834
11/6/2015,22H,801
11/6/2015,23H,783
11/7/2015,00H,825
11/7/2015,01H,836
11/7/2015,02H,874
11/7/2015,03H,861
11/7/2015,04H,729
11/7/2015,05H,721
11/7/2015,06H,651
11/7/2015,07H,468
11/7/2015,08H,457
11/7/2015,09H,253
11/7/2015,10H,251
11/7/2015,11H,283
11/7/2015,12H,279
11/7/2015,13H,309
11/7/2015,14H,271
11/7/2015,15H,600
11/7/2015,16H,573
11/7/2015,17H,644
11/7/2015,18H,770
11/7/2015,19H,781
11/7/2015,20H,693
11/7/2015,21H,579
11/7/2015,22H,557
11/7/2015,23H,730
11/8/2015,00H,797
11/8/2015,01H,689
11/8/2015,02H,816
11/8/2015,03H,725
11/8/2015,04H,694
11/8/2015,05H,678
11/8/2015,06H,678
11/8/2015,07H,445
11/8/2015,08H,225
11/8/2015,09H,228
11/8/2015,10H,199
11/8/2015,11H,200
11/8/2015,12H,197
11/8/2015,13H,204
11/8/2015,14H,294
11/8/2015,15H,545
11/8/2015,16H,561
11/8/2015,17H,612
11/8/2015,18H,661
11/8/2015,19H,718
11/8/2015,20H,775
11/8/2015,21H,652
11/8/2015,22H,607
11/8/2015,23H,566
11/9/2015,00H,624
11/9/2015,01H,658
11/9/2015,02H,764
11/9/2015,03H,735
11/9/2015,04H,687
11/9/2015,05H,716
11/9/2015,06H,648
11/9/2015,07H,458
11/9/2015,08H,216
11/9/2015,09H,254
11/9/2015,10H,210
11/9/2015,11H,248
11/9/2015,12H,256
11/9/2015,13H,234
11/9/2015,14H,399
11/9/2015,15H,816
11/9/2015,16H,944
11/9/2015,17H,873
11/9/2015,18H,956
11/9/2015,19H,718
11/9/2015,20H,718
11/9/2015,21H,743
11/9/2015,22H,739
11/9/2015,23H,772
11/10/2015,00H,819
11/10/2015,01H,865
11/10/2015,02H,889
11/10/2015,03H,885
11/10/2015,04H,906
11/10/2015,05H,839
11/10/2015,06H,790
11/10/2015,07H,479
11/10/2015,08H,398
11/10/2015,09H,315
11/10/2015,10H,318
11/10/2015,11H,241
11/10/2015,12H,325
11/10/2015,13H,349
11/10/2015,14H,512
11/10/2015,15H,769
11/10/2015,16H,938
11/10/2015,17H,915
11/10/2015,18H,829
11/10/2015,19H,740
11/10/2015,20H,780
11/10/2015,21H,698
11/10/2015,22H,583
11/10/2015,23H,582
11/11/2015,00H,606
11/11/2015,01H,657
11/11/2015,02H,796
11/11/2015,03H,784
11/11/2015,04H,768
11/11/2015,05H,625
11/11/2015,06H,594
11/11/2015,07H,580
11/11/2015,08H,395
11/11/2015,09H,294
11/11/2015,10H,270
11/11/2015,11H,251
11/11/2015,12H,218
11/11/2015,13H,233
11/11/2015,14H,444
11/11/2015,15H,631
11/11/2015,16H,714
11/11/2015,17H,737
11/11/2015,18H,729
11/11/2015,19H,680
11/11/2015,20H,736
11/11/2015,21H,743
11/11/2015,22H,700
11/11/2015,23H,618
11/12/2015,00H,664
11/12/2015,01H,748
11/12/2015,02H,942
11/12/2015,03H,958
11/12/2015,04H,870
11/12/2015,05H,791
11/12/2015,06H,713
11/12/2015,07H,567
11/12/2015,08H,329
11/12/2015,09H,456
11/12/2015,10H,437
11/12/2015,11H,428
11/12/2015,12H,431
11/12/2015,13H,415
11/12/2015,14H,540
11/12/2015,15H,773
11/12/2015,16H,854
11/12/2015,17H,859
11/12/2015,18H,818
11/12/2015,19H,842
11/12/2015,20H,858
11/12/2015,21H,774
11/12/2015,22H,739
11/12/2015,23H,693
11/13/2015,00H,733
11/13/2015,01H,767
11/13/2015,02H,765
11/13/2015,03H,762
11/13/2015,04H,672
11/13/2015,05H,729
11/13/2015,06H,660
11/13/2015,07H,488
11/13/2015,08H,494
11/13/2015,09H,401
11/13/2015,10H,327
11/13/2015,11H,331
11/13/2015,12H,333
11/13/2015,13H,314
11/13/2015,14H,422
11/13/2015,15H,658
11/13/2015,16H,826
11/13/2015,17H,707
11/13/2015,18H,754
11/13/2015,19H,809
11/13/2015,20H,793
11/13/2015,21H,704
11/13/2015,22H,771
11/13/2015,23H,721
11/14/2015,00H,663
11/14/2015,01H,724
11/14/2015,02H,851
11/14/2015,03H,768
11/14/2015,04H,839
11/14/2015,05H,730
11/14/2015,06H,639
11/14/2015,07H,308
11/14/2015,08H,260
11/14/2015,09H,348
11/14/2015,10H,344
11/14/2015,11H,351
11/14/2015,12H,393
11/14/2015,13H,390
11/14/2015,14H,470
11/14/2015,15H,615
11/14/2015,16H,630
11/14/2015,17H,669
11/14/2015,18H,789
11/14/2015,19H,795
11/14/2015,20H,869
11/14/2015,21H,787
11/14/2015,22H,706
11/14/2015,23H,712
11/15/2015,00H,724
11/15/2015,01H,906
11/15/2015,02H,983
11/15/2015,03H,1004
11/15/2015,04H,877
11/15/2015,05H,860
11/15/2015,06H,823
11/15/2015,07H,616
11/15/2015,08H,554
11/15/2015,09H,448
11/15/2015,10H,294
11/15/2015,11H,366
11/15/2015,12H,363
11/15/2015,13H,387
11/15/2015,14H,438
11/15/2015,15H,621
11/15/2015,16H,556
11/15/2015,17H,505
11/15/2015,18H,570
11/15/2015,19H,632
11/15/2015,20H,609
11/15/2015,21H,490
11/15/2015,22H,494
11/15/2015,23H,472
11/16/2015,00H,546
11/16/2015,01H,799
11/16/2015,02H,787
11/16/2015,03H,740
11/16/2015,04H,709
11/16/2015,05H,731
11/16/2015,06H,610
11/16/2015,07H,405
11/16/2015,08H,244
11/16/2015,09H,208
11/16/2015,10H,177
11/16/2015,11H,170
11/16/2015,12H,178
11/16/2015,13H,431
11/16/2015,14H,583
11/16/2015,15H,920
11/16/2015,16H,977
11/16/2015,17H,984
11/16/2015,18H,916
11/16/2015,19H,902
11/16/2015,20H,970
11/16/2015,21H,787
11/16/2015,22H,815
11/16/2015,23H,747
11/17/2015,00H,763
11/17/2015,01H,909
11/17/2015,02H,967
11/17/2015,03H,823
11/17/2015,04H,806
11/17/2015,05H,779
11/17/2015,06H,778
11/17/2015,07H,575
11/17/2015,08H,447
11/17/2015,09H,200
11/17/2015,10H,230
11/17/2015,11H,207
11/17/2015,12H,187
11/17/2015,13H,314
11/17/2015,14H,391
11/17/2015,15H,698
11/17/2015,16H,772
11/17/2015,17H,699
11/17/2015,18H,700
11/17/2015,19H,715
11/17/2015,20H,728
11/17/2015,21H,776
11/17/2015,22H,752
11/17/2015,23H,795
11/18/2015,00H,855
11/18/2015,01H,839
11/18/2015,02H,899
11/18/2015,03H,892
11/18/2015,04H,821
11/18/2015,05H,793
11/18/2015,06H,658
11/18/2015,07H,382
11/18/2015,08H,340
11/18/2015,09H,243
11/18/2015,10H,214
11/18/2015,11H,254
11/18/2015,12H,241
11/18/2015,13H,382
11/18/2015,14H,471
11/18/2015,15H,756
11/18/2015,16H,797
11/18/2015,17H,727
11/18/2015,18H,765
11/18/2015,19H,645
11/18/2015,20H,598
11/18/2015,21H,644
11/18/2015,22H,591
11/18/2015,23H,579
11/19/2015,00H,793
11/19/2015,01H,964
11/19/2015,02H,951
11/19/2015,03H,1000
11/19/2015,04H,982
11/19/2015,05H,883
11/19/2015,06H,646
11/19/2015,07H,497
11/19/2015,08H,304
11/19/2015,09H,243
11/19/2015,10H,206
11/19/2015,11H,182
11/19/2015,12H,187
11/19/2015,13H,228
11/19/2015,14H,558
11/19/2015,15H,820
11/19/2015,16H,837
11/19/2015,17H,714
11/19/2015,18H,787
11/19/2015,19H,858
11/19/2015,20H,788
11/19/2015,21H,711
11/19/2015,22H,648
11/19/2015,23H,681
11/20/2015,00H,752
11/20/2015,01H,887
11/20/2015,02H,933
11/20/2015,03H,878
11/20/2015,04H,951
11/20/2015,05H,945
11/20/2015,06H,894
11/20/2015,07H,830
11/20/2015,08H,583
11/20/2015,09H,520
11/20/2015,10H,385
11/20/2015,11H,379
11/20/2015,12H,371
11/20/2015,13H,476
11/20/2015,14H,821
11/20/2015,15H,1003
11/20/2015,16H,1102
11/20/2015,17H,1010
11/20/2015,18H,977
11/20/2015,19H,771
11/20/2015,20H,772
11/20/2015,21H,771
11/20/2015,22H,795
11/20/2015,23H,768
11/21/2015,00H,771
11/21/2015,01H,893
11/21/2015,02H,972
11/21/2015,03H,985
11/21/2015,04H,891
11/21/2015,05H,890
11/21/2015,06H,906
11/21/2015,07H,705
11/21/2015,08H,594
11/21/2015,09H,585
11/21/2015,10H,561
11/21/2015,11H,546
11/21/2015,12H,536
11/21/2015,13H,598
11/21/2015,14H,648
11/21/2015,15H,777
11/21/2015,16H,835
11/21/2015,17H,792
11/21/2015,18H,819
11/21/2015,19H,737
11/21/2015,20H,632
11/21/2015,21H,516
11/21/2015,22H,495
11/21/2015,23H,495
11/22/2015,00H,576
11/22/2015,01H,668
11/22/2015,02H,818
11/22/2015,03H,751
11/22/2015,04H,769
11/22/2015,05H,755
11/22/2015,06H,716
11/22/2015,07H,731
11/22/2015,08H,663
11/22/2015,09H,516
11/22/2015,10H,417
11/22/2015,11H,416
11/22/2015,12H,402
11/22/2015,13H,432
11/22/2015,14H,620
11/22/2015,15H,750
11/22/2015,16H,747
11/22/2015,17H,699
11/22/2015,18H,749
11/22/2015,19H,735
11/22/2015,20H,632
11/22/2015,21H,549
11/22/2015,22H,519
11/22/2015,23H,530
11/23/2015,00H,652
11/23/2015,01H,740
11/23/2015,02H,820
11/23/2015,03H,875
11/23/2015,04H,935
11/23/2015,05H,957
11/23/2015,06H,925
11/23/2015,07H,607
11/23/2015,08H,545
11/23/2015,09H,431
11/23/2015,10H,428
11/23/2015,11H,454
11/23/2015,12H,439
11/23/2015,13H,558
11/23/2015,14H,622
11/23/2015,15H,975
11/23/2015,16H,1015
11/23/2015,17H,939
11/23/2015,18H,842
11/23/2015,19H,755
11/23/2015,20H,761
11/23/2015,21H,753
11/23/2015,22H,722
11/23/2015,23H,668
11/24/2015,00H,726
11/24/2015,01H,900
11/24/2015,02H,1015
11/24/2015,03H,1008
11/24/2015,04H,975
11/24/2015,05H,991
11/24/2015,06H,813
11/24/2015,07H,610
11/24/2015,08H,507
11/24/2015,09H,390
11/24/2015,10H,353
11/24/2015,11H,309
11/24/2015,12H,306
11/24/2015,13H,360
11/24/2015,14H,452
11/24/2015,15H,631
11/24/2015,16H,706
11/24/2015,17H,704
11/24/2015,18H,677
11/24/2015,19H,637
11/24/2015,20H,591
11/24/2015,21H,604
11/24/2015,22H,579
11/24/2015,23H,559
11/25/2015,00H,560
11/25/2015,01H,705
11/25/2015,02H,912
11/25/2015,03H,878
11/25/2015,04H,721
11/25/2015,05H,706
11/25/2015,06H,705
11/25/2015,07H,535
11/25/2015,08H,483
11/25/2015,09H,386
11/25/2015,10H,418
11/25/2015,11H,365
11/25/2015,12H,388
11/25/2015,13H,371
11/25/2015,14H,523
11/25/2015,15H,714
11/25/2015,16H,785
11/25/2015,17H,853
11/25/2015,18H,770
11/25/2015,19H,683
11/25/2015,20H,642
11/25/2015,21H,617
11/25/2015,22H,526
11/25/2015,23H,512
11/26/2015,00H,551
11/26/2015,01H,853
11/26/2015,02H,942
11/26/2015,03H,844
11/26/2015,04H,749
11/26/2015,05H,714
11/26/2015,06H,653
11/26/2015,07H,369
11/26/2015,08H,320
11/26/2015,09H,358
11/26/2015,10H,359
11/26/2015,11H,354
11/26/2015,12H,342
11/26/2015,13H,378
11/26/2015,14H,402
11/26/2015,15H,833
11/26/2015,16H,913
11/26/2015,17H,983
11/26/2015,18H,1042
11/26/2015,19H,1024
11/26/2015,20H,1060
11/26/2015,21H,973
11/26/2015,22H,745
11/26/2015,23H,785
11/27/2015,00H,853
11/27/2015,01H,848
11/27/2015,02H,730
11/27/2015,03H,866
11/27/2015,04H,810
11/27/2015,05H,822
11/27/2015,06H,794
11/27/2015,07H,391
11/27/2015,08H,374
11/27/2015,09H,382
11/27/2015,10H,415
11/27/2015,11H,430
11/27/2015,12H,380
11/27/2015,13H,369
11/27/2015,14H,419
11/27/2015,15H,815
11/27/2015,16H,936
11/27/2015,17H,961
11/27/2015,18H,886
11/27/2015,19H,794
11/27/2015,20H,761
11/27/2015,21H,702
11/27/2015,22H,716
11/27/2015,23H,685
11/28/2015,00H,880
11/28/2015,01H,828
11/28/2015,02H,917
11/28/2015,03H,948
11/28/2015,04H,952
11/28/2015,05H,984
11/28/2015,06H,786
11/28/2015,07H,478
11/28/2015,08H,551
11/28/2015,09H,448
11/28/2015,10H,435
11/28/2015,11H,419
11/28/2015,12H,428
11/28/2015,13H,483
11/28/2015,14H,559
11/28/2015,15H,720
11/28/2015,16H,833
11/28/2015,17H,918
11/28/2015,18H,963
11/28/2015,19H,946
11/28/2015,20H,824
11/28/2015,21H,559
11/28/2015,22H,538
11/28/2015,23H,525
11/29/2015,00H,624
11/29/2015,01H,693
11/29/2015,02H,828
11/29/2015,03H,858
11/29/2015,04H,910
11/29/2015,05H,835
11/29/2015,06H,711
11/29/2015,07H,647
11/29/2015,08H,479
11/29/2015,09H,484
11/29/2015,10H,403
11/29/2015,11H,390
11/29/2015,12H,397
11/29/2015,13H,392
11/29/2015,14H,488
11/29/2015,15H,743
11/29/2015,16H,680
11/29/2015,17H,673
11/29/2015,18H,805
11/29/2015,19H,708
11/29/2015,20H,697
11/29/2015,21H,711
11/29/2015,22H,575
11/29/2015,23H,537
11/30/2015,00H,617
11/30/2015,01H,940
11/30/2015,02H,978
11/30/2015,03H,1023
11/30/2015,04H,964
11/30/2015,05H,912
11/30/2015,06H,873
11/30/2015,07H,510
11/30/2015,08H,505
11/30/2015,09H,437
11/30/2015,10H,398
11/30/2015,11H,383
11/30/2015,12H,429
11/30/2015,13H,498
11/30/2015,14H,627
11/30/2015,15H,966
11/30/2015,16H,999
11/30/2015,17H,988
11/30/2015,18H,949
11/30/2015,19H,843
11/30/2015,20H,773
11/30/2015,21H,706
11/30/2015,22H,690
11/30/2015,23H,742
12/1/2015,00H,750
12/1/2015,01H,1049
12/1/2015,02H,986
12/1/2015,03H,949
12/1/2015,04H,923
12/1/2015,05H,865
12/1/2015,06H,633
12/1/2015,07H,582
12/1/2015,08H,334
12/1/2015,09H,296
12/1/2015,10H,280
12/1/2015,11H,280
12/1/2015,12H,280
12/1/2015,13H,296
12/1/2015,14H,328
12/1/2015,15H,719
12/1/2015,16H,870
12/1/2015,17H,756
12/1/2015,18H,708
12/1/2015,19H,627
12/1/2015,20H,598
12/1/2015,21H,588
12/1/2015,22H,619
12/1/2015,23H,594
12/2/2015,00H,635
12/2/2015,01H,719
12/2/2015,02H,941
12/2/2015,03H,953
12/2/2015,04H,794
12/2/2015,05H,785
12/2/2015,06H,701
12/2/2015,07H,595
12/2/2015,08H,522
12/2/2015,09H,365
12/2/2015,10H,334
12/2/2015,11H,342
12/2/2015,12H,302
12/2/2015,13H,356
12/2/2015,14H,472
12/2/2015,15H,693
12/2/2015,16H,893
12/2/2015,17H,813
12/2/2015,18H,648
12/2/2015,19H,594
12/2/2015,20H,625
12/2/2015,21H,658
12/2/2015,22H,697
12/2/2015,23H,698
12/3/2015,00H,681
12/3/2015,01H,925
12/3/2015,02H,962
12/3/2015,03H,919
12/3/2015,04H,841
12/3/2015,05H,808
12/3/2015,06H,681
12/3/2015,07H,407
12/3/2015,08H,267
12/3/2015,09H,200
12/3/2015,10H,206
12/3/2015,11H,225
12/3/2015,12H,206
12/3/2015,13H,240
12/3/2015,14H,293
12/3/2015,15H,876
12/3/2015,16H,857
12/3/2015,17H,797
12/3/2015,18H,750
12/3/2015,19H,699
12/3/2015,20H,815
12/3/2015,21H,636
12/3/2015,22H,699
12/3/2015,23H,617
12/4/2015,00H,710
12/4/2015,01H,893
12/4/2015,02H,859
12/4/2015,03H,889
12/4/2015,04H,895
12/4/2015,05H,676
12/4/2015,06H,642
12/4/2015,07H,339
12/4/2015,08H,339
12/4/2015,09H,282
12/4/2015,10H,238
12/4/2015,11H,203
12/4/2015,12H,188
12/4/2015,13H,233
12/4/2015,14H,442
12/4/2015,15H,587
12/4/2015,16H,731
12/4/2015,17H,803
12/4/2015,18H,681
12/4/2015,19H,647
12/4/2015,20H,690
12/4/2015,21H,635
12/4/2015,22H,714
12/4/2015,23H,822
12/5/2015,00H,829
12/5/2015,01H,948
12/5/2015,02H,926
12/5/2015,03H,857
12/5/2015,04H,733
12/5/2015,05H,702
12/5/2015,06H,601
12/5/2015,07H,445
12/5/2015,08H,380
12/5/2015,09H,327
12/5/2015,10H,321
12/5/2015,11H,257
12/5/2015,12H,311
12/5/2015,13H,308
12/5/2015,14H,360
